fold,precision,recall,threshold
1,0.1085316308763784,1.0,2.473280019295637e-09
1,0.10855263157894737,1.0,2.4833938130370526e-09
1,0.10857364041029612,1.0,2.507547930258014e-09
1,0.10859465737514518,1.0,2.5346221523242306e-09
1,0.10861568247821878,1.0,2.543991711661922e-09
1,0.10863671572424477,1.0,2.568478075762485e-09
1,0.10865775711795468,1.0,2.5750934688986363e-09
1,0.1086788066640837,1.0,2.59703782751393e-09
1,0.10869986436737067,1.0,2.6051745810640352e-09
1,0.10872093023255813,1.0,2.609535926502592e-09
1,0.10874200426439233,1.0,2.628411837999872e-09
1,0.10876308646762312,1.0,2.6427107952751453e-09
1,0.10878417684700407,1.0,2.723045973302249e-09
1,0.10880527540729247,1.0,2.7297357599325214e-09
1,0.10882638215324927,1.0,2.760577462611327e-09
1,0.10884749708963912,1.0,2.771219136108245e-09
1,0.10886862022123035,1.0,2.773246864243056e-09
1,0.10888975155279502,1.0,2.8233600601498213e-09
1,0.10891089108910891,1.0,2.891187026614846e-09
1,0.10893203883495145,1.0,2.925129432776137e-09
1,0.10895319479510585,1.0,2.9521235142634217e-09
1,0.10897435897435898,1.0,2.9537517896683444e-09
1,0.10899553137750145,1.0,2.963751297599117e-09
1,0.10901671200932764,1.0,2.9664976343371863e-09
1,0.10903790087463557,1.0,3.009903842109023e-09
1,0.10905909797822706,1.0,3.0287073134119655e-09
1,0.10908030332490765,1.0,3.042026244448607e-09
1,0.10910151691948658,1.0,3.0625363544435656e-09
1,0.10912273876677689,1.0,3.0736656795849187e-09
1,0.10914396887159533,1.0,3.085939695702101e-09
1,0.1091652072387624,1.0,3.103016180137937e-09
1,0.10918645387310237,1.0,3.1396139722567044e-09
1,0.10920770877944326,1.0,3.1893222794328748e-09
1,0.10922897196261683,1.0,3.208701240128849e-09
1,0.10925024342745862,1.0,3.242045702500284e-09
1,0.10927152317880795,1.0,3.250359546576323e-09
1,0.10929281122150789,1.0,3.300807025571499e-09
1,0.1093141075604053,1.0,3.3087979134770715e-09
1,0.10933541220035081,1.0,3.3164879980443955e-09
1,0.10935672514619883,1.0,3.325129557854466e-09
1,0.10937804640280757,1.0,3.345253678672432e-09
1,0.109399375975039,1.0,3.354859721390481e-09
1,0.10942071386775892,1.0,3.393811360047704e-09
1,0.10944206008583691,1.0,3.4345971436946533e-09
1,0.10946341463414634,1.0,3.4442951765726477e-09
1,0.1094847775175644,1.0,3.5180628208390096e-09
1,0.10950614874097209,1.0,3.5498669018071834e-09
1,0.10952752830925419,1.0,3.556605028769651e-09
1,0.10954891622729936,1.0,3.5620597063620706e-09
1,0.1095703125,1.0,3.567665930139992e-09
1,0.1095917171322524,1.0,3.5775398969248146e-09
1,0.10961313012895663,1.0,3.5861201197413445e-09
1,0.10963455149501661,1.0,3.6159955700479565e-09
1,0.10965598123534011,1.0,3.6315636444000122e-09
1,0.10967741935483871,1.0,3.6391122582128254e-09
1,0.10969886585842785,1.0,3.639309579978038e-09
1,0.10972032075102679,1.0,3.6693062978446433e-09
1,0.10974178403755869,1.0,3.714802703413854e-09
1,0.1097632557229505,1.0,3.7488684002538175e-09
1,0.10978473581213308,1.0,3.817170721852774e-09
1,0.1098062243100411,1.0,3.844460610722295e-09
1,0.10982772122161316,1.0,3.8821409218970796e-09
1,0.10984922655179166,1.0,3.89572002831441e-09
1,0.10987074030552292,1.0,3.922435947182053e-09
1,0.1098922624877571,1.0,3.947435351751618e-09
1,0.10991379310344827,1.0,4.022982176705905e-09
1,0.10993533215755438,1.0,4.03315096337044e-09
1,0.10995687965503724,1.0,4.039947128902198e-09
1,0.10997843560086258,1.0,4.0669610336842166e-09
1,0.11,1.0,4.097115665849765e-09
1,0.11002157285742302,1.0,4.106815515722432e-09
1,0.11004315417810906,1.0,4.114692316473066e-09
1,0.11006474396703944,1.0,4.120319413655136e-09
1,0.11008634222919937,1.0,4.122438811184241e-09
1,0.11010794896957801,1.0,4.146728532151654e-09
1,0.11012956419316844,1.0,4.1541122548845476e-09
1,0.1101511879049676,1.0,4.167095201147654e-09
1,0.11017282010997644,1.0,4.192762210621249e-09
1,0.11019446081319977,1.0,4.214548976357029e-09
1,0.11021611001964636,1.0,4.215193542377756e-09
1,0.11023776773432895,1.0,4.217698229843283e-09
1,0.11025943396226415,1.0,4.226058805683235e-09
1,0.11028110870847257,1.0,4.233282847588891e-09
1,0.11030279197797876,1.0,4.240768648051305e-09
1,0.11032448377581121,1.0,4.267581212745107e-09
1,0.11034618410700237,1.0,4.2903020846207555e-09
1,0.11036789297658862,1.0,4.290489778007199e-09
1,0.11038961038961038,1.0,4.316272922590781e-09
1,0.11041133635111199,1.0,4.3348915588434986e-09
1,0.11043307086614174,1.0,4.337028825302944e-09
1,0.11045481393975191,1.0,4.378586177167783e-09
1,0.11047656557699882,1.0,4.407816122650456e-09
1,0.11049832578294268,1.0,4.4109718178792085e-09
1,0.11052009456264776,1.0,4.452647841453564e-09
1,0.11054187192118227,1.0,4.483803599190217e-09
1,0.11056365786361845,1.0,4.4845671100063214e-09
1,0.11058545239503252,1.0,4.490443871959262e-09
1,0.11060725552050474,1.0,4.501779303333925e-09
1,0.11062906724511931,1.0,4.535543312626969e-09
1,0.11065088757396449,1.0,4.5471259233379635e-09
1,0.11067271651213258,1.0,4.56841634621414e-09
1,0.11069455406471981,1.0,4.578888291105327e-09
1,0.11071640023682652,1.0,4.591530793895647e-09
1,0.11073825503355705,1.0,4.609354771474682e-09
1,0.11076011846001975,1.0,4.6102350867925446e-09
1,0.11078199052132702,1.0,4.619678204175783e-09
1,0.1108038712225953,1.0,4.629355597260165e-09
1,0.11082576056894508,1.0,4.633736275192843e-09
1,0.11084765856550088,1.0,4.6353212205913946e-09
1,0.1108695652173913,1.0,4.650788144990363e-09
1,0.11089148052974897,1.0,4.671983937759834e-09
1,0.11091340450771056,1.0,4.672545300905082e-09
1,0.11093533715641685,1.0,4.728457563618286e-09
1,0.11095727848101265,1.0,4.74517558843534e-09
1,0.11097922848664689,1.0,4.7568576631251404e-09
1,0.1110011871784725,1.0,4.794797049010135e-09
1,0.11102315456164655,1.0,4.8318466249338936e-09
1,0.11104513064133016,1.0,4.86765863822358e-09
1,0.11106711542268857,1.0,4.905530340691152e-09
1,0.11108910891089109,1.0,4.927898053391522e-09
1,0.1111111111111111,1.0,4.930930657906422e-09
1,0.11113312202852615,1.0,4.932867234580759e-09
1,0.11115514166831782,1.0,4.93660784874457e-09
1,0.11117717003567182,1.0,4.940313231495757e-09
1,0.111199207135778,1.0,4.977929313056083e-09
1,0.11122125297383029,1.0,4.999023860670818e-09
1,0.11124330755502677,1.0,5.033397555166327e-09
1,0.11126537088456961,1.0,5.0438074248634505e-09
1,0.11128744296766514,1.0,5.090394626857819e-09
1,0.1113095238095238,1.0,5.094926112781969e-09
1,0.11133161341536019,1.0,5.1393484879696795e-09
1,0.11135371179039301,1.0,5.177482325158829e-09
1,0.11137581893984515,1.0,5.211875588839227e-09
1,0.1113979348689436,1.0,5.2183298833019276e-09
1,0.11142005958291956,1.0,5.222623788554267e-09
1,0.11144219308700834,1.0,5.2298840301703216e-09
1,0.11146433538644944,1.0,5.24552683707292e-09
1,0.11148648648648649,1.0,5.269360853926739e-09
1,0.11150864639236732,1.0,5.315715344117597e-09
1,0.11153081510934394,1.0,5.36078802307912e-09
1,0.1115529926426725,1.0,5.3657949517012705e-09
1,0.11157517899761336,1.0,5.387635242250815e-09
1,0.11159737417943107,1.0,5.3969883947307725e-09
1,0.11161957819339435,1.0,5.4695261746504395e-09
1,0.11164179104477612,1.0,5.478577578736468e-09
1,0.1116640127388535,1.0,5.490053504760014e-09
1,0.11168624328090783,1.0,5.501852744210147e-09
1,0.11170848267622462,1.0,5.524791762034378e-09
1,0.11173073093009361,1.0,5.540050495120223e-09
1,0.11175298804780877,1.0,5.541918513306883e-09
1,0.11177525403466826,1.0,5.5463509936487905e-09
1,0.1117975288959745,1.0,5.552991186441932e-09
1,0.11181981263703408,1.0,5.6066632012184e-09
1,0.1118421052631579,1.0,5.628790451525404e-09
1,0.11186440677966102,1.0,5.66893944048961e-09
1,0.11188671719186279,1.0,5.671612853183142e-09
1,0.11190903650508677,1.0,5.6756179961159805e-09
1,0.11193136472466081,1.0,5.692054340080404e-09
1,0.11195370185591698,1.0,5.705972227847245e-09
1,0.11197604790419162,1.0,5.743351544233429e-09
1,0.11199840287482532,1.0,5.760108992549807e-09
1,0.11202076677316294,1.0,5.764456269936278e-09
1,0.11204313960455363,1.0,5.80813508097235e-09
1,0.11206552137435077,1.0,5.8305419428695946e-09
1,0.11208791208791209,1.0,5.853813273321573e-09
1,0.11211031175059952,1.0,5.8738362660947155e-09
1,0.11213272036777933,1.0,5.878725696656438e-09
1,0.11215513794482207,1.0,5.920729681092174e-09
1,0.11217756448710257,1.0,5.921690627949071e-09
1,0.1122,1.0,5.924503322123641e-09
1,0.11222244448889777,1.0,5.953818066335111e-09
1,0.11224489795918367,1.0,5.956907132378134e-09
1,0.11226736041624975,1.0,5.9666168140443555e-09
1,0.11228983186549239,1.0,6.05045303788368e-09
1,0.11231231231231231,1.0,6.057467798084047e-09
1,0.11233480176211454,1.0,6.093723852074365e-09
1,0.11235730022030843,1.0,6.108901573573495e-09
1,0.1123798076923077,1.0,6.130940104483266e-09
1,0.11240232418353036,1.0,6.226399100372847e-09
1,0.1124248496993988,1.0,6.233213208604603e-09
1,0.11244738424533975,1.0,6.237569942395409e-09
1,0.11246992782678428,1.0,6.245878249361491e-09
1,0.11249248044916783,1.0,6.27779790535224e-09
1,0.1125150421179302,1.0,6.326047871383054e-09
1,0.11253761283851554,1.0,6.333315049916206e-09
1,0.11256019261637239,1.0,6.35761587119646e-09
1,0.11258278145695365,1.0,6.36481532953439e-09
1,0.11260537936571657,1.0,6.367303805053451e-09
1,0.11262798634812286,1.0,6.387220793940699e-09
1,0.11265060240963855,1.0,6.417640433059406e-09
1,0.11267322755573408,1.0,6.441377562254779e-09
1,0.11269586179188429,1.0,6.529042379512177e-09
1,0.11271850512356842,1.0,6.602621541722182e-09
1,0.1127411575562701,1.0,6.625233761048775e-09
1,0.11276381909547739,1.0,6.630657127914841e-09
1,0.11278648974668275,1.0,6.649306965048879e-09
1,0.11280916951538307,1.0,6.66165227296842e-09
1,0.11283185840707964,1.0,6.702868144737467e-09
1,0.11285455642727821,1.0,6.7051292554107275e-09
1,0.11287726358148893,1.0,6.711110924041483e-09
1,0.1128999798752264,1.0,6.718770854905538e-09
1,0.11292270531400966,1.0,6.730720104667698e-09
1,0.11294543990336219,1.0,6.768187890360116e-09
1,0.11296818364881192,1.0,6.792628768057857e-09
1,0.11299093655589124,1.0,6.793563228288623e-09
1,0.11301369863013698,1.0,6.839261495294129e-09
1,0.11303646987709047,1.0,6.879945873578436e-09
1,0.11305925030229746,1.0,6.890003545166555e-09
1,0.1130820399113082,1.0,6.910497686740259e-09
1,0.11310483870967741,1.0,6.941321288955646e-09
1,0.11312764670296431,1.0,6.9654949916198155e-09
1,0.11315046389673256,1.0,6.967515767236873e-09
1,0.11317329029655034,1.0,6.98006566242217e-09
1,0.11319612590799032,1.0,6.980828272074326e-09
1,0.11321897073662966,1.0,7.007843153584415e-09
1,0.11324182478805006,1.0,7.024165928568844e-09
1,0.11326468806783767,1.0,7.083540316400253e-09
1,0.1132875605815832,1.0,7.1250188564952806e-09
1,0.11331044233488184,1.0,7.1665401981475336e-09
1,0.11333333333333333,1.0,7.1821003827841074e-09
1,0.11335623358254193,1.0,7.192663702606493e-09
1,0.1133791430881164,1.0,7.218934612286521e-09
1,0.1134020618556701,1.0,7.228905456410858e-09
1,0.11342498989082087,1.0,7.2607508389192585e-09
1,0.1134479271991911,1.0,7.310262183801587e-09
1,0.11347087378640777,1.0,7.342102829791869e-09
1,0.11349382965810237,1.0,7.384431541013557e-09
1,0.11351679481991096,1.0,7.386611452104142e-09
1,0.1135397692774742,1.0,7.399494236135888e-09
1,0.11356275303643724,1.0,7.4215806303871446e-09
1,0.11358574610244988,1.0,7.422614520195169e-09
1,0.11360874848116646,1.0,7.473870724399406e-09
1,0.1136317601782459,1.0,7.478131350879527e-09
1,0.1136547811993517,1.0,7.602676222841666e-09
1,0.11367781155015197,1.0,7.611501221851186e-09
1,0.11370085123631941,1.0,7.624966879738396e-09
1,0.11372390026353132,1.0,7.64863703302097e-09
1,0.11374695863746959,1.0,7.698171520123343e-09
1,0.11377002636382072,1.0,7.706057639382178e-09
1,0.11379310344827587,1.0,7.707194189465837e-09
1,0.11381618989653074,1.0,7.720088609243956e-09
1,0.11383928571428571,1.0,7.741322251974578e-09
1,0.11386239090724579,1.0,7.787655100546622e-09
1,0.11388550548112059,1.0,7.818913320308215e-09
1,0.11390862944162436,1.0,7.83014054751105e-09
1,0.11393176279447603,1.0,7.945652346788362e-09
1,0.11395490554539915,1.0,7.963421628077195e-09
1,0.1139780577001219,1.0,7.988769920209249e-09
1,0.11400121926437716,1.0,8.021265683559911e-09
1,0.11402439024390244,1.0,8.055367535614732e-09
1,0.11404757064443993,1.0,8.087920431414408e-09
1,0.11407076047173648,1.0,8.097712704679958e-09
1,0.11409395973154363,1.0,8.141998858290694e-09
1,0.11411716842961757,1.0,8.145340867522412e-09
1,0.11414038657171922,1.0,8.170283088261762e-09
1,0.11416361416361416,1.0,8.288030588013497e-09
1,0.11418685121107267,1.0,8.385624119169579e-09
1,0.1142100977198697,1.0,8.404267637831436e-09
1,0.11423335369578497,1.0,8.418051304485534e-09
1,0.11425661914460285,1.0,8.431615576073068e-09
1,0.11427989407211245,1.0,8.444157399384976e-09
1,0.11430317848410758,1.0,8.459660972779473e-09
1,0.1143264723863868,1.0,8.53438270072147e-09
1,0.11434977578475336,1.0,8.540501941868483e-09
1,0.11437308868501529,1.0,8.557023907153186e-09
1,0.11439641109298532,1.0,8.564258059398277e-09
1,0.11441974301448093,1.0,8.605340014254525e-09
1,0.11444308445532436,1.0,8.610740047487324e-09
1,0.11446643542134258,1.0,8.618669469240481e-09
1,0.11448979591836735,1.0,8.619957302332577e-09
1,0.11451316595223515,1.0,8.627191705848377e-09
1,0.11453654552878725,1.0,8.638022810773965e-09
1,0.11455993465386971,1.0,8.674802218049976e-09
1,0.11458333333333333,1.0,8.688546034615568e-09
1,0.1146067415730337,1.0,8.690640792043253e-09
1,0.11463015937883123,1.0,8.779107381789447e-09
1,0.11465358675659104,1.0,8.784957488940409e-09
1,0.11467702371218316,1.0,8.837835639008556e-09
1,0.11470047025148232,1.0,8.861403305986321e-09
1,0.1147239263803681,1.0,8.887282722451855e-09
1,0.1147473921047249,1.0,8.910641065526102e-09
1,0.1147708674304419,1.0,8.911660432978495e-09
1,0.11479435236341314,1.0,8.955325696634238e-09
1,0.11481784690953746,1.0,8.964511579172937e-09
1,0.11484135107471853,1.0,8.991438859547609e-09
1,0.11486486486486487,1.0,9.025221674640392e-09
1,0.11488838828588982,1.0,9.051551409339829e-09
1,0.11491192134371159,1.0,9.054540434759919e-09
1,0.11493546404425323,1.0,9.082723045015563e-09
1,0.11495901639344262,1.0,9.085018190268057e-09
1,0.11498257839721254,1.0,9.122152769771698e-09
1,0.11500615006150061,1.0,9.201303543296716e-09
1,0.11502973139224934,1.0,9.202062122249278e-09
1,0.11505332239540607,1.0,9.20579304491464e-09
1,0.11507692307692308,1.0,9.229026857909315e-09
1,0.11510053344275749,1.0,9.230997875292126e-09
1,0.11512415349887133,1.0,9.253466475820981e-09
1,0.11514778325123153,1.0,9.277521359642298e-09
1,0.11517142270580989,1.0,9.329169184541114e-09
1,0.11519507186858316,1.0,9.35077022926726e-09
1,0.11521873074553296,1.0,9.367941916634373e-09
1,0.11524239934264585,1.0,9.378456307791389e-09
1,0.11526607766591329,1.0,9.386910807380596e-09
1,0.11528976572133169,1.0,9.394411876506342e-09
1,0.11531346351490236,1.0,9.46363525622042e-09
1,0.11533717105263158,1.0,9.467325637039878e-09
1,0.11536088834053054,1.0,9.48592153445334e-09
1,0.11538461538461539,1.0,9.499901337670451e-09
1,0.11540835219090723,1.0,9.501715513183242e-09
1,0.1154320987654321,1.0,9.530663565252182e-09
1,0.11545585511422103,1.0,9.545298278456587e-09
1,0.11547962124331,1.0,9.59071663301356e-09
1,0.11550339715873996,1.0,9.610663804212364e-09
1,0.11552718286655683,1.0,9.628118553891133e-09
1,0.11555097837281153,1.0,9.70835328934183e-09
1,0.11557478368355995,1.0,9.729852577088804e-09
1,0.11559859880486296,1.0,9.731295987025344e-09
1,0.11562242374278647,1.0,9.740012578347632e-09
1,0.11564625850340136,1.0,9.747956812214632e-09
1,0.1156701030927835,1.0,9.784021017250675e-09
1,0.11569395751701382,1.0,9.81414538675102e-09
1,0.11571782178217822,1.0,9.816926873076063e-09
1,0.11574169589436765,1.0,9.859172726898748e-09
1,0.11576557985967809,1.0,9.859621160353688e-09
1,0.11578947368421053,1.0,9.867012400608928e-09
1,0.11581337737407102,1.0,9.887756915388603e-09
1,0.11583729093537064,1.0,9.922739072086694e-09
1,0.11586121437422553,1.0,9.974936947566075e-09
1,0.11588514769675687,1.0,1.0007489256741629e-08
1,0.1159090909090909,1.0,1.0008322474703246e-08
1,0.11593304401735896,1.0,1.0009064591876044e-08
1,0.1159570070276974,1.0,1.0061748447705323e-08
1,0.11598097994624768,1.0,1.0086934929595957e-08
1,0.11600496277915633,1.0,1.0188859564364748e-08
1,0.11602895553257497,1.0,1.0208551553695124e-08
1,0.11605295821266032,1.0,1.0320667437158495e-08
1,0.11607697082557418,1.0,1.0333449823806194e-08
1,0.11610099337748345,1.0,1.0333944785685232e-08
1,0.11612502587456014,1.0,1.0336401536133424e-08
1,0.11614906832298137,1.0,1.0372253513685806e-08
1,0.11617312072892938,1.0,1.0415890104890052e-08
1,0.11619718309859155,1.0,1.042065219290957e-08
1,0.11622125543816035,1.0,1.0455882762638848e-08
1,0.1162453377538334,1.0,1.0458384254734361e-08
1,0.11626943005181348,1.0,1.0538931232824734e-08
1,0.11629353233830846,1.0,1.0550866996077599e-08
1,0.11631764461953141,1.0,1.0552131744890106e-08
1,0.11634176690170053,1.0,1.057286208709667e-08
1,0.11636589919103921,1.0,1.0652037795205774e-08
1,0.11639004149377594,1.0,1.0665397785572833e-08
1,0.11641419381614443,1.0,1.0699999504847e-08
1,0.11643835616438356,1.0,1.0709483297715566e-08
1,0.11646252854473739,1.0,1.0713035307385721e-08
1,0.11648671096345516,1.0,1.0744915881323007e-08
1,0.11651090342679128,1.0,1.0750442013786042e-08
1,0.1165351059410054,1.0,1.0780264821479928e-08
1,0.11655931851236236,1.0,1.0818825913763819e-08
1,0.11658354114713217,1.0,1.0823273007571918e-08
1,0.1166077738515901,1.0,1.0856158828754038e-08
1,0.11663201663201664,1.0,1.0881323508735511e-08
1,0.11665626949469744,1.0,1.0882942520557315e-08
1,0.11668053244592345,1.0,1.088920780300622e-08
1,0.11670480549199085,1.0,1.0937679390936331e-08
1,0.11672908863920099,1.0,1.0952550658134154e-08
1,0.11675338189386056,1.0,1.0979173019811685e-08
1,0.11677768526228144,1.0,1.1007551334581554e-08
1,0.11680199875078076,1.0,1.1011289249905836e-08
1,0.11682632236568097,1.0,1.10391759123445e-08
1,0.11685065611330973,1.0,1.1061774285846601e-08
1,0.116875,1.0,1.1072572858461468e-08
1,0.11689935403209002,1.0,1.1074706163139764e-08
1,0.1169237182159233,1.0,1.1082124937714607e-08
1,0.11694809255784866,1.0,1.1085592428306706e-08
1,0.11697247706422019,1.0,1.1108060832457421e-08
1,0.1169968717413973,1.0,1.1110121412653955e-08
1,0.11702127659574468,1.0,1.1115274345038107e-08
1,0.11704569163363238,1.0,1.12057555185917e-08
1,0.11707011686143573,1.0,1.1223993656557513e-08
1,0.11709455228553538,1.0,1.1247238122887733e-08
1,0.11711899791231732,1.0,1.1252492682953697e-08
1,0.1171434537481729,1.0,1.1273241657800663e-08
1,0.11716791979949874,1.0,1.1281467043823333e-08
1,0.11719239607269688,1.0,1.1285862406857296e-08
1,0.11721688257417467,1.0,1.130275926970693e-08
1,0.11724137931034483,1.0,1.1403274089857673e-08
1,0.11726588628762542,1.0,1.142000105281491e-08
1,0.1172904035124399,1.0,1.1446694619072677e-08
1,0.11731493099121706,1.0,1.1462811482919916e-08
1,0.11733946873039112,1.0,1.152058548665853e-08
1,0.11736401673640168,1.0,1.1529974795498978e-08
1,0.11738857501569366,1.0,1.1533947463610977e-08
1,0.11741314357471745,1.0,1.1710760268893203e-08
1,0.11743772241992882,1.0,1.1737728185343898e-08
1,0.11746231155778894,1.0,1.1748404571355813e-08
1,0.1174869109947644,1.0,1.1756483010341779e-08
1,0.1175115207373272,1.0,1.1762439989327793e-08
1,0.11753614079195475,1.0,1.1765516798328524e-08
1,0.11756077116512992,1.0,1.1811183749186286e-08
1,0.11758541186334102,1.0,1.1865319407846754e-08
1,0.11761006289308176,1.0,1.1884905319372644e-08
1,0.11763472426085134,1.0,1.1904322370471906e-08
1,0.11765939597315436,1.0,1.1988396550817712e-08
1,0.11768407803650094,1.0,1.2044871424506614e-08
1,0.11770877045740663,1.0,1.2134711997773933e-08
1,0.11773347324239244,1.0,1.214107125134838e-08
1,0.11775818639798488,1.0,1.2148562104981663e-08
1,0.11778290993071594,1.0,1.218386769958169e-08
1,0.11780764384712306,1.0,1.2208811801067658e-08
1,0.11783238815374922,1.0,1.2222936016333585e-08
1,0.11785714285714285,1.0,1.2251648019535538e-08
1,0.11788190796385796,1.0,1.2256370974895386e-08
1,0.11790668348045397,1.0,1.2293807469856818e-08
1,0.1179314694134959,1.0,1.2405961087010847e-08
1,0.11795626576955424,1.0,1.2410934785451432e-08
1,0.11798107255520504,1.0,1.2422782226601218e-08
1,0.11800588977702987,1.0,1.2426206762550598e-08
1,0.11803071744161582,1.0,1.244664144860455e-08
1,0.11805555555555555,1.0,1.2462883057772658e-08
1,0.11808040412544728,1.0,1.2474107925045632e-08
1,0.11810526315789474,1.0,1.2484681848944973e-08
1,0.11813013265950727,1.0,1.2513969346455135e-08
1,0.11815501263689974,1.0,1.255464797959768e-08
1,0.11817990309669264,1.0,1.2577202386320103e-08
1,0.11820480404551201,1.0,1.2640090898190286e-08
1,0.11822971548998946,1.0,1.2666919273050068e-08
1,0.11825463743676222,1.0,1.2692059018483289e-08
1,0.11827956989247312,1.0,1.2719809468241019e-08
1,0.11830451286377056,1.0,1.2730404628649376e-08
1,0.11832946635730858,1.0,1.2739085951366755e-08
1,0.11835443037974684,1.0,1.2742281118095292e-08
1,0.11837940493775058,1.0,1.2836334812708403e-08
1,0.11840439003799072,1.0,1.2891167017391224e-08
1,0.11842938568714376,1.0,1.289547220169776e-08
1,0.11845439189189189,1.0,1.2897162929474573e-08
1,0.11847940865892291,1.0,1.302957821469083e-08
1,0.1185044359949303,1.0,1.3113498077793843e-08
1,0.11852947390661314,1.0,1.3184338796156804e-08
1,0.11855452240067625,1.0,1.318449998882175e-08
1,0.11857958148383006,1.0,1.3295134241600669e-08
1,0.1186046511627907,1.0,1.3307925121305924e-08
1,0.11862973144427998,1.0,1.3310526870539177e-08
1,0.11865482233502538,1.0,1.3314871425032045e-08
1,0.1186799238417601,1.0,1.3342215269740718e-08
1,0.11870503597122302,1.0,1.3344416389546196e-08
1,0.11873015873015873,1.0,1.3377210511076096e-08
1,0.11875529212531753,1.0,1.3419247201977481e-08
1,0.11878043616345543,1.0,1.3428514865002264e-08
1,0.11880559085133419,1.0,1.3474169525635464e-08
1,0.11883075619572124,1.0,1.3486019749889215e-08
1,0.11885593220338983,1.0,1.3524004785629167e-08
1,0.11888111888111888,1.0,1.3585658428708035e-08
1,0.11890631623569309,1.0,1.360722859646583e-08
1,0.11893152427390291,1.0,1.363014735483598e-08
1,0.11895674300254452,1.0,1.373489013894227e-08
