FBtr0089432.6	72	
FBtr0089433.6	72	
FBtr0089434.6	72	
FBtr0089435.6	72	
FBtr0089436.5	72	
FBtr0089437.7	72	
FBtr0330656.5	72	
FBtr0089428.8	159	
FBtr0089432.7	159	
FBtr0089436.6	159	
FBtr0089429.7	159	
FBtr0089430.7	159	
FBtr0089431.7	159	
FBtr0089433.7	159	
FBtr0089434.7	159	
FBtr0089435.7	159	
FBtr0089437.8	159	
FBtr0330656.6	159	
FBtr0306542.1	4629	
FBtr0330638.1	4629	
FBtr0330639.1	4629	
FBtr0306542	4629	
FBtr0330638	4629	
FBtr0330639	4629	
FBti0060557-RA.1.	5	
FBti0060557-RA.FlyBase.	5	
FBtr0078114.1	99999	
FBtr0300568.1	99999	
FBtr0300568	99999	
FBtr0078114	99999	
FBtr0078115	99999	
FBtr0078115.1	99999	
FBtr0300568.2	75	
FBtr0078114.2	75	
FBtr0078116	5310	
FBtr0078116.1	5310	
FBtr0330642.1	1834	
FBtr0330641.1	1834	
FBtr0330641	1834	
FBtr0330642	1834	
FBtr0330642.2	27633	
FBtr0301886.1	42813	
FBtr0078117.1	42813	
FBtr0301887.1	42813	
FBtr0330640.1	42813	
FBtr0078118.1	42813	
FBtr0078117	42813	
FBtr0078118	42813	
FBtr0301886	42813	
FBtr0301887	42813	
FBtr0330640	42813	
FBtr0301886.2	42813	
FBtr0301887.2	1311	
FBtr0330638.2	1311	
FBtr0078117.2	1311	
FBtr0306542.2	1311	
FBtr0330639.2	1311	
FBtr0330640.2	1311	
FBtr0078117.3	49	
FBtr0078118.2	49	
FBtr0301886.3	49	
FBtr0301887.3	49	
FBtr0306542.3	49	
FBtr0330638.3	49	
FBtr0330639.3	49	
FBtr0330640.3	49	
FBtr0330641.2	49	
FBtr0330642.3	49	
FBtr0340650.1	1402	
FBtr0340650	1402	
FBtr0078119.1	67350	
FBtr0078119	67350	
FBtr0078119.2	1326	
FBtr0340650.2	1326	
FBtr0078119.3	93	
FBtr0340650.3	93	
FBtr0078121.1	99999	
FBtr0306341.1	99999	
FBtr0330652.1	99999	
FBtr0332336.1	99999	
FBtr0078122.1	99999	
FBtr0078122	99999	
FBtr0306341	99999	
FBtr0330652	99999	
FBtr0332336	99999	
FBtr0078121	99999	
FBtr0330652.2	257	
FBtr0078121.2	645	
FBtr0078122.2	645	
FBtr0306341.2	645	
FBtr0332336.2	645	
FBtr0330652.3	90	
FBti0060558-RA.1.	11	
FBti0060558-RA.FlyBase.	11	
FBtr0306341.3	96	
FBtr0330652.4	96	
FBtr0332336.3	96	
FBti0060560-RA.1.	7	
FBti0060560-RA.FlyBase.	7	
FBti0060561-RA.1.	8	
FBti0060561-RA.FlyBase.	8	
FBtr0330653.1	28374	
FBtr0078123.1	28374	
FBtr0332337.1	28374	
FBtr0332337	28374	
FBtr0078123	28374	
FBtr0330653	28374	
FBtr0078121.3	94	
FBtr0078122.3	94	
FBtr0078123.2	94	
FBtr0306341.4	94	
FBtr0330652.5	94	
FBtr0330653.2	94	
FBtr0332336.4	94	
FBtr0332337.2	94	
FBtr0078121.4	21	
FBtr0078122.4	21	
FBtr0078123.3	21	
FBtr0306341.5	21	
FBtr0330652.6	21	
FBtr0330653.3	21	
FBtr0332336.5	21	
FBtr0332337.3	21	
FBtr0332336.6	22	
FBtr0332337.4	22	
FBtr0078121.5	22	
FBtr0078122.5	22	
FBtr0078123.4	22	
FBtr0306341.6	22	
FBtr0330652.7	22	
FBtr0330653.4	22	
FBtr0332336.7	32	
FBtr0332337.5	32	
FBtr0078121.6	28	
FBtr0078122.6	28	
FBtr0078123.5	28	
FBtr0306341.7	28	
FBtr0330652.8	28	
FBtr0330653.5	28	
FBtr0332336.8	28	
FBtr0332337.6	28	
FBtr0078121.7	91	
FBtr0078122.7	91	
FBtr0078123.6	91	
FBtr0306341.8	91	
FBtr0330652.9	91	
FBtr0330653.6	91	
FBtr0332336.9	91	
FBtr0332337.7	91	
FBtr0078122.8	9	
FBtr0306341.9	9	
FBtr0330652.10	9	
FBtr0330653.7	9	
FBtr0332336.10	9	
FBtr0078121.8	30	
FBtr0078122.9	30	
FBtr0078123.7	30	
FBtr0306341.10	30	
FBtr0330652.11	30	
FBtr0330653.8	30	
FBtr0332336.11	30	
FBtr0332337.8	30	
FBtr0078121.9	40	
FBtr0078122.10	40	
FBtr0078123.8	40	
FBtr0306341.11	40	
FBtr0330652.12	40	
FBtr0330653.9	40	
FBtr0332336.12	40	
FBtr0332337.9	40	
FBtr0078121.10	170	
FBtr0078122.11	170	
FBtr0078123.9	170	
FBtr0306341.12	170	
FBtr0330652.13	170	
FBtr0330653.10	170	
FBtr0332336.13	170	
FBtr0332337.10	170	
FBtr0078122.12	88	
FBtr0306341.13	88	
FBtr0330652.14	88	
FBtr0332337.11	88	
FBtr0078123.10	88	
FBtr0330653.11	88	
FBtr0332336.14	88	
FBtr0078121.11	88	
FBtr0078124.1	50268	
FBtr0078124	50268	
FBtr0078124.2	68	
FBtr0332338.1	37	
FBtr0332338	37	
FBtr0078125.1	6031	
FBtr0332339.1	6031	
FBtr0078125	6031	
FBtr0332339	6031	
FBtr0078125.2	10	
FBtr0332338.2	10	
FBtr0332339.2	10	
FBtr0078125.3	13	
FBtr0332338.3	13	
FBtr0332339.3	13	
FBtr0078126.1	696	
FBtr0078126	696	
FBtr0078126.2	22	
FBtr0078127.1	3574	
FBtr0078127	3574	
FBtr0078127.2	8	
FBtr0078127.3	2	
FBtr0343777	3771	
FBtr0343777.1	3771	
FBtr0078128	31621	
FBtr0078128.1	31621	
FBtr0078129.1	8834	
FBtr0078129	8834	
FBtr0078129.2	161	
FBtr0078129.3	40	
FBtr0078129.4	914	
FBtr0078129.5	29	
FBtr0078129.6	26	
FBtr0078130.1	7630	
FBtr0078130	7630	
FBtr0078130.2	189	
FBtr0078131.1	14333	
FBtr0078131	14333	
FBtr0078131.2	213	
FBtr0078131.3	132	
FBtr0078131.4	37	
FBtr0331205.1	22373	
FBtr0331208.1	22373	
FBtr0331205	22373	
FBtr0331208	22373	
FBtr0331205.2	68	
FBtr0331208.2	68	
FBtr0331207.1	295	
FBtr0331206	295	
FBtr0331206.1	295	
FBtr0331207	295	
FBtr0331205.3	18	
FBtr0331207.2	18	
FBtr0331208.3	18	
FBtr0078047.1	71440	
FBtr0078049.1	71440	
FBtr0330673.1	71440	
FBtr0078047	71440	
FBtr0330673	71440	
FBtr0078049	71440	
FBtr0078048.1	26191	
FBtr0078050.1	26191	
FBtr0330674.1	26191	
FBtr0330674	26191	
FBtr0078048	26191	
FBtr0078050	26191	
FBtr0078047.2	50	
FBtr0078048.2	50	
FBtr0078049.2	50	
FBtr0078050.2	50	
FBtr0330673.2	50	
FBtr0330674.2	50	
FBtr0078052	14152	
FBtr0078052.1	14152	
FBtr0078047.3	17	
FBtr0078048.3	17	
FBtr0078049.3	17	
FBtr0078050.3	17	
FBtr0330673.3	17	
FBtr0330674.3	17	
FBtr0078047.4	18	
FBtr0078048.4	18	
FBtr0078049.4	18	
FBtr0078050.4	18	
FBtr0330673.4	18	
FBtr0330674.4	18	
FBtr0078047.5	7	
FBtr0078048.5	7	
FBtr0078049.5	7	
FBtr0078050.5	7	
FBtr0330673.5	7	
FBtr0330674.5	7	
FBtr0078047.6	14	
FBtr0078048.6	14	
FBtr0078049.6	14	
FBtr0078050.6	14	
FBtr0330673.6	14	
FBtr0330674.6	14	
FBtr0078047.7	18	
FBtr0078048.7	18	
FBtr0078049.7	18	
FBtr0078050.7	18	
FBtr0330673.7	18	
FBtr0330674.7	18	
FBtr0078047.8	10	
FBtr0078048.8	10	
FBtr0078049.8	10	
FBtr0078050.8	10	
FBtr0330674.8	10	
FBtr0078047.9	38	
FBtr0078048.9	38	
FBtr0078049.9	38	
FBtr0078050.9	38	
FBtr0330673.8	38	
FBtr0330674.9	38	
FBtr0078047.10	34	
FBtr0078048.10	34	
FBtr0078049.10	34	
FBtr0078050.10	34	
FBtr0330673.9	34	
FBtr0330674.10	34	
FBtr0078047.11	60	
FBtr0078048.11	60	
FBtr0078049.11	60	
FBtr0078050.11	60	
FBtr0330673.10	60	
FBtr0330674.11	60	
FBtr0078047.12	5	
FBtr0078048.12	5	
FBtr0078049.12	5	
FBtr0078050.12	5	
FBtr0330673.11	5	
FBtr0330674.12	5	
FBtr0078047.13	9	
FBtr0078048.13	9	
FBtr0078049.13	9	
FBtr0078050.13	9	
FBtr0330673.12	9	
FBtr0330674.13	9	
FBtr0078049.14	3	
FBtr0078050.14	3	
FBtr0330673.13	3	
FBtr0330674.14	4	
FBtr0078047.14	4	
FBtr0078048.14	4	
FBtr0078047.15	47	
FBtr0078048.15	47	
FBtr0078050.15	47	
FBtr0078049.15	47	
FBtr0330673.14	47	
FBtr0330674.15	47	
FBtr0078047.16	4	
FBtr0078048.16	4	
FBtr0078049.16	4	
FBtr0078050.16	4	
FBtr0330673.15	4	
FBtr0330674.16	4	
FBtr0078047.17	6	
FBtr0330673.16	6	
FBtr0330674.17	6	
FBtr0078048.17	6	
FBtr0078050.17	6	
FBtr0078049.17	6	
FBtr0078049.18	1	
FBtr0078053.1	26092	
FBtr0078053	26092	
FBtr0078053.2	31	
FBtr0078053.3	19	
FBtr0078053.4	8	
FBtr0078053.5	8	
FBtr0078054.1	35399	
FBtr0078054	35399	
FBtr0078054.2	16	
FBtr0078054.3	102	
FBtr0078055.1	11855	
FBtr0078055	11855	
FBtr0078055.2	44	
FBtr0078055.3	42	
FBtr0078056.1	99999	
FBtr0331932.1	99999	
FBtr0078056	99999	
FBtr0331932	99999	
FBtr0078056.2	627	
FBtr0331932.2	627	
FBtr0078057.1	44	
FBtr0078057	44	
FBtr0078057.2	25	
FBtr0078058.1	339	
FBtr0078058	339	
FBtr0078058.2	4	
FBtr0078058.3	2	
FBtr0078058.4	3	
FBtr0329832.1	98799	
FBtr0078059.1	98799	
FBtr0078059	98799	
FBtr0329832	98799	
FBtr0078059.2	12	
FBtr0329832.2	12	
FBtr0078059.3	36	
FBtr0329832.3	36	
FBtr0078059.4	15	
FBtr0329832.4	15	
FBtr0078059.5	9	
FBtr0329832.5	9	
FBtr0078059.6	16	
FBtr0329832.6	16	
FBtr0078060.1	10350	
FBtr0078060	10350	
FBtr0078060.2		
FBtr0305350.1	39	
FBtr0305350	39	
FBtr0305350.2		
FBtr0078061.1	99999	
FBtr0331230.1	99999	
FBtr0331231.1	99999	
FBtr0078061	99999	
FBtr0331230	99999	
FBtr0331231	99999	
FBtr0078061.2	96	
FBtr0331230.2	96	
FBtr0331231.2	96	
FBtr0078061.3	7	
FBtr0331230.3	7	
FBtr0331231.3	7	
FBtr0078061.4	20	
FBtr0331230.4	20	
FBtr0331231.4	20	
FBtr0331230.5	9	
FBtr0078061.5	9	
FBtr0331231.5	9	
FBtr0331230.6	189	
FBtr0078061.6	157	
FBtr0331230.7	157	
FBtr0331231.6	157	
FBtr0331231.7	14	
FBtr0078061.7	14	
FBtr0331230.8	14	
FBtr0078062.1	18775	
FBtr0078062	18775	
FBtr0078062.2	23	
FBtr0078062.3	29	
FBtr0078062.4	10	
FBtr0078062.5	9	
FBtr0078062.6	31	
FBtr0078062.7	30	
FBtr0333012.1	24	
FBtr0333013.1	24	
FBtr0333012	24	
FBtr0333013	24	
FBtr0333013.2	8	
FBtr0310027.1	28097	
FBtr0310027	28097	
FBtr0078063.1	77468	
FBtr0078063	77468	
FBtr0329895.1	19113	
FBtr0329895	19113	
FBtr0078063.2	98	
FBtr0310027.2	98	
FBtr0329895.2	98	
FBtr0333012.2	98	
FBtr0333013.3	98	
FBtr0078063.3	13375	
FBtr0310027.3	13375	
FBtr0329895.3	13375	
FBtr0333012.3	13375	
FBtr0333013.4	13375	
FBtr0078063.4	29	
FBtr0310027.4	29	
FBtr0329895.4	29	
FBtr0333012.4	29	
FBtr0333013.5	29	
FBtr0078063.5	33	
FBtr0310027.5	33	
FBtr0329895.5	33	
FBtr0333012.5	33	
FBtr0333013.6	33	
FBtr0078063.6	19	
FBtr0310027.6	19	
FBtr0329895.6	19	
FBtr0333012.6	19	
FBtr0333013.7	19	
FBtr0078063.7	8	
FBtr0310027.7	8	
FBtr0329895.7	8	
FBtr0333012.7	8	
FBtr0333013.8	8	
FBtr0310027.8	10	
FBtr0333012.8	10	
FBtr0333013.9	10	
FBtr0078063.8	10	
FBtr0329895.8	10	
FBtr0078064.1	83746	
FBtr0078064	83746	
FBtr0078064.2	87	
FBtr0078064.3	85	
FBtr0078064.4	20	
FBtr0078066.1	12100	
FBtr0078066	12100	
FBtr0078066.2	47	
FBtr0078067	8683	
FBtr0078067.1	8683	
FBtr0078068.1	21440	
FBtr0332340.1	21440	
FBtr0078068	21440	
FBtr0332340	21440	
FBtr0078068.2	22	
FBtr0332340.2	22	
FBtr0078068.3	33	
FBtr0332340.3	33	
FBtr0310022.1	40	
FBtr0310022	40	
FBtr0078069.1	97445	
FBtr0078069	97445	
FBtr0310022.2	97445	
FBtr0078069.2	249	
FBtr0310022.3	249	
FBtr0078069.3	47	
FBtr0310022.4	47	
FBtr0078070.1	2079	
FBtr0078070	2079	
FBtr0078070.2	2	
FBtr0078070.3	5	
FBtr0310023.1	13183	
FBtr0078071.1	13183	
FBtr0078071	13183	
FBtr0310023	13183	
FBtr0078071.2	6	
FBtr0310023.2	6	
FBtr0077998	1863	
FBtr0077998.1	1863	
FBtr0077999	15	
FBtr0077999.1	15	
FBtr0078000	26787	
FBtr0078000.1	26787	
FBtr0343785.1	3	
FBtr0343785	3	
FBtr0308257.1	8889	
FBtr0343787.1	8889	
FBtr0308257	8889	
FBtr0343787	8889	
FBtr0308257.2	13	
FBtr0343785.2	13	
FBtr0343787.2	13	
FBtr0078001.1	13	
FBtr0301439.1	13	
FBtr0343786.1	13	
FBtr0346526.1	13	
FBtr0301439	13	
FBtr0078001	13	
FBtr0343786	13	
FBtr0346526	13	
FBtr0078001.2	8	
FBtr0301439.2	8	
FBtr0308257.3	8	
FBtr0343785.3	8	
FBtr0343786.2	8	
FBtr0343787.3	8	
FBtr0346526.2	8	
FBtr0078001.3	4	
FBtr0301439.3	4	
FBtr0308257.4	4	
FBtr0343785.4	4	
FBtr0343786.3	4	
FBtr0343787.4	4	
FBtr0346526.3	4	
FBtr0343786.4	2	
FBtr0078001.4	3	
FBtr0301439.4	3	
FBtr0308257.5	3	
FBtr0343785.5	3	
FBtr0343787.5	3	
FBtr0346526.4	3	
FBtr0346526.5	15	
FBtr0078001.5	2	
FBtr0301439.5	2	
FBtr0308257.6	2	
FBtr0343785.6	2	
FBtr0343786.5	2	
FBtr0343787.6	2	
FBtr0078001.6	2	
FBtr0308257.7	2	
FBtr0343785.7	2	
FBtr0343786.6	2	
FBtr0343787.7	2	
FBtr0346526.6	2	
FBtr0301439.6	2	
FBtr0078001.7	2	
FBtr0308257.8	2	
FBtr0343785.8	2	
FBtr0343786.7	2	
FBtr0343787.8	2	
FBtr0346526.7	2	
FBtr0078001.8	5	
FBtr0308257.9	5	
FBtr0343785.9	5	
FBtr0343786.8	5	
FBtr0343787.9	5	
FBtr0346526.8	5	
FBtr0078001.9	5	
FBtr0308257.10	5	
FBtr0343785.10	5	
FBtr0343786.9	5	
FBtr0343787.10	5	
FBtr0346526.9	5	
FBtr0078001.10	4	
FBtr0308257.11	4	
FBtr0343785.11	4	
FBtr0343786.10	4	
FBtr0346526.10	4	
FBtr0343787.11	4	
FBtr0078003	61517	
FBtr0078003.1	61517	
FBtr0078004	20	
FBtr0078004.1	20	
FBtr0078005	36185	
FBtr0078005.1	36185	
FBtr0078006.1	7	
FBtr0078006	7	
FBtr0331651.1	232	
FBtr0331651	232	
FBtr0078006.2	3	
FBtr0331651.2	3	
FBtr0078006.3	4	
FBtr0331651.3	4	
FBtr0078006.4	4	
FBtr0331651.4	4	
FBtr0078007	132	
FBtr0078007.1	132	
FBtr0331652.1	132	
FBtr0331652	132	
FBtr0331652.2	4	
FBtr0078008.1	6717	
FBtr0078008	6717	
FBtr0078008.2	35	
FBtr0078008.3	3	
FBtr0078008.4	37	
FBtr0078009.1	3132	
FBtr0078009	3132	
FBtr0078009.2	4	
FBtr0078010	17164	
FBtr0078010.1	17164	
FBtr0332972	17164	
FBtr0332972.1	17164	
FBtr0078011	13916	
FBtr0078011.1	13916	
FBtr0305507.1	643	
FBtr0305507	643	
FBtr0078012.1	99999	
FBtr0301908.1	99999	
FBtr0100469.1	99999	
FBtr0078012	99999	
FBtr0100469	99999	
FBtr0301908	99999	
FBtr0078012.2	213	
FBtr0301908.2	213	
FBtr0305507.2	213	
FBtr0301908.3	1223	
FBtr0305507.3	1223	
FBtr0078012.3	1223	
FBtr0100469.2	1223	
FBtr0305507.4	87	
FBtr0301908.4	87	
FBtr0078013.1	99999	
FBtr0078014.1	99999	
FBtr0078015.1	99999	
FBtr0332973.1	99999	
FBtr0332973	99999	
FBtr0078013	99999	
FBtr0078014	99999	
FBtr0078015	99999	
FBtr0078013.2	19	
FBtr0332973.2	19	
FBtr0078014.2	356	
FBtr0078015.2	356	
FBtr0078013.3	43	
FBtr0078014.3	43	
FBtr0078015.3	43	
FBtr0332973.3	43	
FBtr0078013.4	14	
FBtr0078014.4	14	
FBtr0078015.4	14	
FBtr0332973.4	14	
FBtr0078013.5	19	
FBtr0078014.5	19	
FBtr0078015.5	19	
FBtr0332973.5	19	
FBtr0332973.6	48	
FBtr0078013.6	48	
FBtr0078014.6	48	
FBtr0078015.6	48	
FBtr0078016.1	99999	
FBtr0078016	99999	
FBtr0334794.1	99999	
FBtr0334794	99999	
FBtr0078016.2	384	
FBtr0334794.2	384	
FBtr0078016.3	19	
FBtr0334794.3	19	
FBtr0078017.1	23	
FBtr0078017	23	
FBtr0334795.1	950	
FBtr0334796.1	950	
FBtr0334795	950	
FBtr0334796	950	
FBtr0078017.2	16	
FBtr0334795.2	16	
FBtr0334796.2	16	
FBtr0078017.3	6	
FBtr0334795.3	6	
FBtr0334796.3	6	
FBtr0304182	48	
FBtr0304182.1	48	
FBtr0472769.1.	48	
FBtr0472769.FlyBase.	48	
FBtr0304183.1.	29	
FBtr0304183.FlyBase.	29	
FBtr0445832.1	361	
FBtr0445832	361	
FBtr0078018.1	361	
FBtr0078018	361	
FBtr0078018.2	14	
FBtr0445832.2	14	
FBtr0078018.3	2	
FBtr0445832.3	2	
FBtr0091487.1	99999	
FBtr0332000.1	99999	
FBtr0091489.1	99999	
FBtr0091487	99999	
FBtr0091489	99999	
FBtr0332000	99999	
FBtr0091486.1	99999	
FBtr0091486	99999	
FBtr0091486.2	127	
FBtr0091487.2	127	
FBtr0332000.2	127	
FBtr0091486.3	178	
FBtr0091487.3	178	
FBtr0091489.2	178	
FBtr0332000.3	178	
FBtr0091486.4	127	
FBtr0091487.4	127	
FBtr0091489.3	127	
FBtr0332000.4	127	
FBtr0091489.4	71	
FBtr0332000.5	71	
FBtr0091486.5	71	
FBtr0091487.5	71	
FBtr0091489.5	10	
FBtr0332000.6	10	
FBtr0078023.1	2210	
FBtr0078023	2210	
FBtr0078023.2	10	
FBtr0345738.1	32	
FBtr0345738	32	
FBtr0078025.1	99999	
FBtr0078025	99999	
FBtr0078025.2	1208	
FBtr0345738.2	1208	
FBtr0336969.1	3941	
FBtr0336969	3941	
FBtr0336969.2	3	
FBtr0336969.3	3	
FBtr0336969.4	7	
FBtr0336969.5	12	
FBtr0336969.6	11	
FBtr0336969.7	9	
FBtr0336969.8	4	
FBtr0336969.9	4	
FBtr0336969.10	3	
FBtr0336969.11	2	
FBtr0077949.1	99999	
FBtr0305064.1	99999	
FBtr0077949	99999	
FBtr0305064	99999	
FBtr0077949.2	24	
FBtr0077949.3	20	
FBtr0305064.2	20	
FBtr0077949.4	6	
FBtr0305064.3	6	
FBtr0077949.5	6	
FBtr0305064.4	6	
FBtr0077949.6	15	
FBtr0305064.5	15	
FBtr0077949.7	16	
FBtr0305064.6	16	
FBtr0077949.8	10	
FBtr0305064.7	10	
FBtr0077949.9	31	
FBtr0305064.8	31	
FBtr0077949.10	14	
FBtr0305064.9	14	
FBtr0077949.11	12	
FBtr0305064.10	12	
FBti0019100-RA.1.	2	
FBti0019100-RA.FlyBase.	2	
FBtr0077951.1	2911	
FBtr0301087	2911	
FBtr0301087.1	2911	
FBtr0077951	2911	
FBtr0077951.2	7	
FBtr0077952.1	4678	
FBtr0077952	4678	
FBtr0077952.2	60	
FBtr0077952.3	83	
FBtr0077953.1	80796	
FBtr0332569.1	80796	
FBtr0077953	80796	
FBtr0332569	80796	
FBtr0077953.2	173	
FBtr0332569.2	173	
FBtr0077953.3	100	
FBtr0332569.3	100	
FBtr0077953.4	44	
FBtr0332569.4	44	
FBtr0077953.5	55	
FBtr0332569.5	55	
FBtr0077954.1	15	
FBtr0077954	15	
FBtr0077954.2	3	
FBtr0077954.3	1	
FBtr0077954.4	3	
FBtr0077954.5	4	
FBtr0077954.6	2	
FBtr0077954.7	3	
FBtr0077955.1	492	
FBtr0077955	492	
FBtr0077955.2	2	
FBtr0077955.3	2	
FBtr0077955.4	13	
FBtr0077956.1	99999	
FBtr0077956	99999	
FBtr0077956.2	129	
FBtr0077956.3	14	
FBtr0077957.1	65855	
FBtr0332271.1	65855	
FBtr0077957	65855	
FBtr0332271	65855	
FBtr0077957.2	6	
FBtr0332271.2	6	
FBtr0077957.3	4	
FBtr0332271.3	4	
FBtr0077957.4	11	
FBtr0332271.4	11	
FBtr0332271.5	44	
FBtr0077957.5	44	
FBtr0077958.1	99999	
FBtr0077958	99999	
FBtr0077958.2	124	
FBtr0077958.3	264	
FBtr0077958.4	33	
FBtr0077959	6032	
FBtr0077959.1	6032	
FBtr0077960	99999	
FBtr0077960.1	99999	
FBtr0331287.1	31602	
FBtr0077961.1	31602	
FBtr0077961	31602	
FBtr0331287	31602	
FBtr0331287.2	778	
FBtr0077961.2	36	
FBtr0331287.3	36	
FBtr0077962.1	72399	
FBtr0077962	72399	
FBtr0077962.2	134	
FBtr0077964.1	19684	
FBtr0077964	19684	
FBtr0077964.2	5	
FBtr0077965.1	4042	
FBtr0077965	4042	
FBtr0077965.2	6	
FBtr0077965.3	3	
FBtr0077966.1	11428	
FBtr0331288.1	11428	
FBtr0077966	11428	
FBtr0331288	11428	
FBtr0077966.2	35	
FBtr0331288.2	35	
FBtr0077966.3	66	
FBtr0331288.3	66	
FBtr0077966.4	32	
FBtr0331288.4	32	
FBtr0077966.5	24	
FBtr0331288.5	24	
FBtr0077966.6	461	
FBtr0331288.6	461	
FBtr0077966.7	15	
FBtr0331288.7	15	
FBtr0077966.8	35	
FBtr0331288.8	35	
FBtr0077966.9	93	
FBtr0331288.9	93	
FBtr0077966.10	27	
FBtr0331288.10	27	
FBtr0077966.11	9	
FBtr0331288.11	9	
FBtr0077966.12	5	
FBtr0331288.12	5	
FBtr0077968.1	3067	
FBtr0308698.1	3067	
FBtr0335394.1	3067	
FBtr0344790.1	3067	
FBtr0335395.1	3067	
FBtr0077968	3067	
FBtr0308698	3067	
FBtr0335394	3067	
FBtr0335395	3067	
FBtr0344790	3067	
FBtr0077968.2	48	
FBtr0308698.2	48	
FBtr0335394.2	48	
FBtr0344790.2	48	
FBtr0077968.3	48	
FBtr0308698.3	48	
FBtr0335394.3	48	
