,prec_kf_1,prec_kf_2,prec_kf_3,prec_kf_4,prec_kf_5,mean_precision,rec_kf_1,rec_kf_2,rec_kf_3,rec_kf_4,rec_kf_5,mean_recall
221,0.88517,0.82466,0.686,0.71681,0.88922,0.31758,0.60582,0.65446,0.72255,0.69828,0.58906,0.8827
222,0.88564,0.82962,0.68684,0.74048,0.88911,0.31761,0.59901,0.64514,0.72255,0.69629,0.58839,0.8827
223,0.88664,0.83725,0.68812,0.741,0.89366,0.3178,0.5953,0.64048,0.72255,0.69629,0.58306,0.88257
224,0.88653,0.83711,0.68773,0.7509,0.89458,0.31781,0.59468,0.63981,0.72125,0.69164,0.58306,0.88257
225,0.8936,0.84452,0.70307,0.75198,0.90417,0.31783,0.58725,0.63648,0.7154,0.69164,0.57905,0.88257
226,0.89724,0.85089,0.70351,0.75253,0.90407,0.31784,0.58354,0.63449,0.7154,0.69164,0.57839,0.88257
227,0.89923,0.85076,0.70396,0.75991,0.90632,0.31806,0.57983,0.63382,0.7154,0.68634,0.57438,0.88231
228,0.90341,0.85063,0.70423,0.75956,0.90612,0.31808,0.57302,0.63316,0.71475,0.68501,0.57305,0.88231
229,0.91107,0.85819,0.71966,0.75938,0.91346,0.31809,0.57054,0.6245,0.7089,0.68435,0.57038,0.88231
230,0.91098,0.85897,0.72013,0.77074,0.91328,0.31815,0.56993,0.6245,0.7089,0.67772,0.56905,0.88231
231,0.91089,0.85885,0.72061,0.77057,0.91426,0.31824,0.56931,0.62383,0.7089,0.67706,0.56905,0.88231
232,0.91767,0.85963,0.72838,0.782,0.91416,0.31839,0.56559,0.62383,0.70045,0.66844,0.56838,0.88218
233,0.92276,0.86512,0.72887,0.78261,0.91407,0.31848,0.56188,0.61917,0.70045,0.66844,0.56771,0.88218
234,0.9237,0.87595,0.74566,0.78322,0.91766,0.31849,0.56188,0.61585,0.69721,0.66844,0.56504,0.88218
235,0.926,0.87847,0.74618,0.79286,0.91757,0.31854,0.55755,0.61119,0.69721,0.66247,0.56438,0.88218
236,0.93118,0.88599,0.74669,0.79349,0.91921,0.31861,0.5526,0.61052,0.69721,0.66247,0.56171,0.88218
237,0.93783,0.8915,0.74721,0.79475,0.92556,0.31863,0.55074,0.60719,0.69721,0.66247,0.5557,0.88218
238,0.94124,0.89792,0.74704,0.79459,0.93523,0.31869,0.54517,0.6032,0.69656,0.6618,0.54903,0.88218
239,0.94384,0.89772,0.75906,0.80635,0.93448,0.3187,0.54084,0.60186,0.69396,0.65716,0.54236,0.88218
240,0.94645,0.89861,0.7596,0.807,0.93866,0.31872,0.53589,0.60186,0.69396,0.65716,0.54103,0.88218
241,0.94889,0.8995,0.76585,0.80766,0.94249,0.31869,0.52847,0.60186,0.69071,0.65716,0.53569,0.88205
242,0.94883,0.9004,0.76568,0.81917,0.94844,0.34569,0.52785,0.60186,0.69006,0.65186,0.52769,0.86887
243,0.95034,0.9003,0.76623,0.81985,0.95062,0.34571,0.52104,0.6012,0.69006,0.65186,0.51368,0.86887
244,0.95397,0.8997,0.76679,0.81955,0.95238,0.34572,0.513,0.5972,0.69006,0.65053,0.507,0.86887
245,0.95322,0.8996,0.77868,0.83247,0.95426,0.34574,0.50433,0.59654,0.68356,0.64257,0.501,0.86887
246,0.95374,0.90574,0.77852,0.84345,0.95753,0.34576,0.49752,0.58855,0.68291,0.63594,0.49633,0.86887
247,0.95368,0.90564,0.77835,0.84331,0.95641,0.34581,0.49691,0.58788,0.68226,0.63528,0.48299,0.86887
248,0.95818,0.90657,0.79195,0.84405,0.95777,0.34585,0.48205,0.58788,0.67771,0.63528,0.46898,0.86887
249,0.9601,0.91432,0.79163,0.85522,0.95771,0.34587,0.47649,0.58256,0.67641,0.63064,0.46831,0.86887
250,0.96169,0.91423,0.79224,0.85509,0.96218,0.34589,0.46597,0.58189,0.67641,0.62997,0.45831,0.86887
251,0.96164,0.92063,0.80595,0.85495,0.96496,0.346,0.46535,0.57923,0.66927,0.62931,0.44096,0.86874
252,0.96053,0.92234,0.80658,0.86264,0.96491,0.34601,0.45173,0.57723,0.66927,0.62467,0.44029,0.86874
253,0.96301,0.92489,0.81775,0.86251,0.96325,0.34603,0.43502,0.5739,0.66472,0.62401,0.41961,0.86874
254,0.96296,0.92935,0.8242,0.87218,0.96624,0.34605,0.43441,0.56924,0.65497,0.61538,0.40093,0.86874
255,0.96424,0.93319,0.83097,0.87206,0.96618,0.34632,0.43379,0.56724,0.64847,0.61472,0.40027,0.86874
256,0.96691,0.93311,0.83846,0.87288,0.97124,0.34629,0.41584,0.56658,0.63743,0.61472,0.38292,0.86861
257,0.9696,0.9337,0.84917,0.87977,0.97666,0.3463,0.3948,0.56258,0.63288,0.61141,0.36291,0.86861
258,0.97104,0.93473,0.84991,0.88061,0.97662,0.34632,0.39418,0.56258,0.63288,0.61141,0.36224,0.86861
259,0.97099,0.93415,0.84978,0.8805,0.9751,0.34634,0.39356,0.55726,0.63223,0.61074,0.33956,0.86861
260,0.97097,0.9397,0.86032,0.88027,0.975,0.34636,0.37252,0.54993,0.62833,0.60942,0.33823,0.86861
261,0.97092,0.93922,0.86745,0.88835,0.97586,0.34639,0.37191,0.54527,0.62508,0.60676,0.32355,0.86861
262,0.97249,0.94269,0.87158,0.88921,0.97447,0.34643,0.37191,0.53662,0.62183,0.60676,0.30554,0.86861
263,0.97427,0.94373,0.87685,0.89645,0.97441,0.34656,0.35149,0.53595,0.61533,0.60279,0.30487,0.86861
264,0.97632,0.94982,0.88335,0.9006,0.97436,0.34663,0.33168,0.52929,0.61014,0.6008,0.3042,0.86861
265,0.97628,0.9509,0.89378,0.90149,0.97523,0.34665,0.33106,0.52863,0.60689,0.6008,0.28886,0.86861
266,0.98252,0.95128,0.89464,0.90789,0.97511,0.34672,0.31312,0.51997,0.60689,0.59483,0.28753,0.86861
267,0.98249,0.95545,0.9001,0.90937,0.97349,0.34674,0.3125,0.51398,0.60299,0.59218,0.26951,0.86861
268,0.98246,0.95539,0.8999,0.9103,0.97389,0.34679,0.31188,0.51332,0.60169,0.59218,0.24883,0.86861
269,0.98156,0.95823,0.90481,0.9102,0.97183,0.34681,0.29641,0.50399,0.59909,0.59151,0.23015,0.86848
270,0.98475,0.96053,0.9057,0.91113,0.97175,0.34685,0.2797,0.48602,0.59909,0.59151,0.22949,0.86848
271,0.98472,0.96472,0.90659,0.91658,0.96942,0.34688,0.27908,0.47337,0.59909,0.59019,0.21147,0.86848
272,0.98468,0.96467,0.91517,0.91753,0.97342,0.3469,0.27847,0.4727,0.59584,0.59019,0.19546,0.86848
273,0.98561,0.96848,0.91608,0.91875,0.97333,0.37314,0.25433,0.45007,0.59584,0.58488,0.1948,0.85569
274,0.98558,0.97587,0.916,0.92918,0.9708,0.37316,0.25371,0.43076,0.59519,0.58289,0.17745,0.85569
275,0.98458,0.97583,0.91592,0.9291,0.97581,0.37319,0.237,0.43009,0.59454,0.58223,0.16144,0.85569
276,0.98641,0.97579,0.92073,0.93455,0.97571,0.37321,0.22463,0.42943,0.58869,0.57759,0.16077,0.85569
277,0.9891,0.97576,0.92434,0.93622,0.98182,0.37325,0.22463,0.42876,0.58739,0.57427,0.1441,0.85569
278,0.98817,0.97623,0.9265,0.93723,0.985,0.37327,0.20668,0.41012,0.58155,0.57427,0.13142,0.85569
279,0.99042,0.97667,0.92857,0.94098,0.98343,0.3734,0.19183,0.39015,0.5744,0.57095,0.11875,0.85569
280,0.99038,0.97663,0.9285,0.94684,0.98171,0.37336,0.19121,0.38948,0.57375,0.56698,0.1074,0.85556
281,0.99303,0.98036,0.93001,0.95078,0.98582,0.37341,0.17636,0.36551,0.56985,0.56366,0.09273,0.85556
282,0.99225,0.9812,0.93469,0.95125,0.9918,0.37343,0.15842,0.34754,0.56725,0.55637,0.08072,0.85556
283,0.99145,0.98117,0.93791,0.95233,0.99048,0.37345,0.14356,0.34687,0.55945,0.55637,0.06938,0.85556
284,0.99078,0.98422,0.93798,0.95632,0.98864,0.37347,0.13304,0.33222,0.55036,0.55172,0.05804,0.85556
285,0.9902,0.98511,0.93834,0.95824,1.0,0.37382,0.125,0.30826,0.54386,0.54775,0.05804,0.85543
286,0.98907,0.98507,0.94185,0.95785,1.0,0.37384,0.112,0.30759,0.53671,0.54244,0.05003,0.85543
287,0.98758,0.98409,0.94233,0.96301,1.0,0.37392,0.09839,0.28828,0.53086,0.53515,0.04136,0.85543
288,0.99259,0.98293,0.94899,0.96463,1.0,0.37409,0.08292,0.26831,0.51982,0.52454,0.03536,0.85543
289,0.99194,0.98289,0.9494,0.96415,1.0,0.37416,0.07611,0.26764,0.51202,0.51724,0.03002,0.85543
290,0.99187,0.98688,0.95068,0.96717,1.0,0.37412,0.0755,0.25033,0.50097,0.50796,0.02935,0.8553
291,0.99065,0.98596,0.95062,0.96749,1.0,0.37414,0.06559,0.23369,0.50032,0.49337,0.02268,0.8553
292,0.98925,0.98873,0.95431,0.96745,1.0,0.39999,0.05693,0.23369,0.48863,0.49271,0.01868,0.84382
293,0.98649,0.9887,0.95932,0.96765,1.0,0.40001,0.04517,0.23302,0.47498,0.47613,0.01468,0.84382
294,0.98387,0.98769,0.96336,0.97328,1.0,0.40004,0.03775,0.21372,0.46134,0.45889,0.01401,0.84382
295,0.98182,0.9863,0.96467,0.97956,1.0,0.40009,0.03342,0.19174,0.46134,0.44496,0.01067,0.84382
296,0.98,0.98502,0.96599,0.98168,1.0,0.40011,0.03032,0.1751,0.46134,0.42639,0.00667,0.84382
297,0.97727,0.98765,0.96978,0.98165,1.0,0.40014,0.02661,0.15979,0.43795,0.42573,0.0,0.84382
298,1.0,0.98643,0.97164,0.98223,,0.40016,0.02042,0.14514,0.423,0.40318,,0.84382
299,1.0,0.98558,0.97077,0.98282,,0.40031,0.013,0.13648,0.41001,0.37931,,0.84382
300,1.0,0.98936,0.97072,0.98741,,0.40027,0.01176,0.12383,0.40936,0.36406,,0.84368
301,1.0,0.99405,0.96895,0.98736,,0.40028,0.0099,0.11119,0.38532,0.36273,,0.84355
302,1.0,0.99338,0.9689,0.98677,,0.40031,0.0,0.09987,0.38467,0.34615,,0.84355
303,,0.9927,0.96885,0.99002,,0.40027,,0.09055,0.38402,0.32891,,0.84342
304,,0.99174,0.96923,0.99161,,0.4003,,0.07989,0.36842,0.31366,,0.84342
305,,1.0,0.96918,0.99115,,0.40026,,0.06924,0.36777,0.29708,,0.84329
306,,1.0,0.96913,0.99113,,0.40058,,0.06125,0.36712,0.29642,,0.84329
307,,1.0,0.96757,0.99111,,0.40061,,0.05326,0.34893,0.29576,,0.84329
308,,1.0,0.97323,0.99072,,0.40068,,0.03995,0.33073,0.28316,,0.84329
309,,1.0,0.97318,0.99012,,0.40076,,0.03928,0.33008,0.26592,,0.84329
310,,1.0,0.97505,0.9901,,0.40078,,0.03196,0.33008,0.26525,,0.84329
311,,1.0,0.97358,0.99213,,0.40091,,0.02796,0.31124,0.25066,,0.84329
312,,1.0,0.97556,0.99449,,0.40098,,0.02397,0.31124,0.23939,,0.84329
313,,1.0,0.9806,0.99448,,0.40101,,0.0233,0.29565,0.23873,,0.84329
314,,1.0,0.98052,0.99446,,0.40103,,0.01997,0.29435,0.23806,,0.84329
315,,1.0,0.97945,0.99379,,0.40105,,0.01531,0.27875,0.2122,,0.84329
316,,1.0,0.98034,0.99331,,0.42523,,0.01198,0.25926,0.19695,,0.83116
317,,1.0,0.97855,0.99275,,0.42526,,0.00932,0.23717,0.1817,,0.83116
318,,1.0,0.98494,0.99273,,0.42529,,0.00732,0.21248,0.18103,,0.83116
319,,1.0,0.9835,0.99194,,0.42543,,0.0,0.19363,0.16313,,0.83116
320,,,0.98221,0.9919,,0.42539,,,0.17934,0.16247,,0.83103
321,,,0.98062,0.99187,,0.42542,,,0.16439,0.1618,,0.83103
322,,,0.9834,0.99107,,0.42561,,,0.154,0.14721,,0.8309
323,,,0.98333,0.99048,,0.42564,,,0.15335,0.13793,,0.8309
324,,,0.9819,0.98942,,0.42567,,,0.141,0.12401,,0.8309
325,,,0.9801,0.98802,,0.4257,,,0.12801,0.10942,,0.8309
326,,,0.97765,0.9863,,0.42575,,,0.11371,0.09549,,0.8309
327,,,0.97468,0.98438,,0.42583,,,0.10006,0.08355,,0.83077
328,,,0.9708,0.98246,,0.42586,,,0.08642,0.07427,,0.83077
329,,,0.96639,0.98,,0.42591,,,0.07472,0.06499,,0.83077
330,,,0.9619,1.0,,0.42594,,,0.06563,0.05836,,0.83077
331,,,0.97802,1.0,,0.42597,,,0.05783,0.04973,,0.83077
332,,,0.97368,1.0,,0.426,,,0.04808,0.04443,,0.83077
333,,,0.98438,1.0,,0.44832,,,0.04094,0.03647,,0.81942
334,,,0.98305,1.0,,0.44835,,,0.03769,0.03249,,0.81942
335,,,0.97917,1.0,,0.44838,,,0.03054,0.0252,,0.81942
336,,,0.97778,1.0,,0.44857,,,0.02859,0.01989,,0.81942
337,,,1.0,1.0,,0.4486,,,0.02274,0.01459,,0.81942
338,,,1.0,1.0,,0.44863,,,0.01754,0.01194,,0.81928
339,,,1.0,1.0,,0.44876,,,0.01559,0.01127,,0.81928
340,,,1.0,1.0,,0.44901,,,0.01429,0.0,,0.81915
341,,,1.0,,,0.4491,,,0.01365,,,0.81915
342,,,1.0,,,0.44917,,,0.0,,,0.81915
343,,,,,,0.44923,,,,,,0.81915
344,,,,,,0.44926,,,,,,0.81915
345,,,,,,0.44939,,,,,,0.81915
346,,,,,,0.44946,,,,,,0.81915
347,,,,,,0.44952,,,,,,0.81915
348,,,,,,0.47089,,,,,,0.80937
349,,,,,,0.47092,,,,,,0.80937
350,,,,,,0.47088,,,,,,0.80924
351,,,,,,0.47092,,,,,,0.80924
352,,,,,,0.47095,,,,,,0.80924
353,,,,,,0.47099,,,,,,0.80924
354,,,,,,0.47106,,,,,,0.80924
355,,,,,,0.4712,,,,,,0.80924
356,,,,,,0.47124,,,,,,0.80924
357,,,,,,0.4712,,,,,,0.80911
358,,,,,,0.47141,,,,,,0.80898
359,,,,,,0.47133,,,,,,0.80872
360,,,,,,0.47144,,,,,,0.80872
361,,,,,,0.47147,,,,,,0.80872
362,,,,,,0.47155,,,,,,0.80872
363,,,,,,0.47158,,,,,,0.80872
364,,,,,,0.47162,,,,,,0.80872
365,,,,,,0.47165,,,,,,0.80872
366,,,,,,0.47173,,,,,,0.80872
367,,,,,,0.4718,,,,,,0.80872
368,,,,,,0.47183,,,,,,0.80872
369,,,,,,0.49524,,,,,,0.8001
370,,,,,,0.49528,,,,,,0.8001
371,,,,,,0.49532,,,,,,0.8001
372,,,,,,0.49536,,,,,,0.8001
373,,,,,,0.4954,,,,,,0.8001
374,,,,,,0.49548,,,,,,0.8001
375,,,,,,0.49552,,,,,,0.8001
376,,,,,,0.49559,,,,,,0.79997
377,,,,,,0.49563,,,,,,0.79997
378,,,,,,0.49599,,,,,,0.79971
379,,,,,,0.49603,,,,,,0.79971
380,,,,,,0.49611,,,,,,0.79971
381,,,,,,0.49615,,,,,,0.79971
382,,,,,,0.49619,,,,,,0.79971
383,,,,,,0.49624,,,,,,0.79971
384,,,,,,0.49619,,,,,,0.79945
385,,,,,,0.5174,,,,,,0.78941
386,,,,,,0.51758,,,,,,0.78941
387,,,,,,0.51762,,,,,,0.78941
388,,,,,,0.51767,,,,,,0.78941
389,,,,,,0.51776,,,,,,0.78941
390,,,,,,0.5178,,,,,,0.78941
391,,,,,,0.51785,,,,,,0.78941
392,,,,,,0.51812,,,,,,0.78901
393,,,,,,0.51808,,,,,,0.78888
394,,,,,,0.51812,,,,,,0.78888
395,,,,,,0.51835,,,,,,0.78888
396,,,,,,0.51844,,,,,,0.78888
397,,,,,,0.51852,,,,,,0.78888
398,,,,,,0.51857,,,,,,0.78888
399,,,,,,0.51866,,,,,,0.78888
400,,,,,,0.5187,,,,,,0.78888
401,,,,,,0.53816,,,,,,0.77831
402,,,,,,0.53821,,,,,,0.77831
403,,,,,,0.53818,,,,,,0.77805
404,,,,,,0.53823,,,,,,0.77805
405,,,,,,0.53828,,,,,,0.77792
406,,,,,,0.53833,,,,,,0.77792
407,,,,,,0.53854,,,,,,0.77766
408,,,,,,0.53854,,,,,,0.77753
409,,,,,,0.53869,,,,,,0.77753
410,,,,,,0.53874,,,,,,0.77753
411,,,,,,0.53879,,,,,,0.77753
412,,,,,,0.53884,,,,,,0.77753
413,,,,,,0.53889,,,,,,0.77753
414,,,,,,0.53893,,,,,,0.77753
415,,,,,,0.53898,,,,,,0.77753
416,,,,,,0.55943,,,,,,0.77009
417,,,,,,0.55939,,,,,,0.76996
418,,,,,,0.55944,,,,,,0.76996
419,,,,,,0.55955,,,,,,0.76996
420,,,,,,0.5596,,,,,,0.76996
421,,,,,,0.55976,,,,,,0.76996
422,,,,,,0.56,,,,,,0.7697
423,,,,,,0.56005,,,,,,0.7697
424,,,,,,0.56016,,,,,,0.7697
425,,,,,,0.56021,,,,,,0.7697
426,,,,,,0.56026,,,,,,0.7697
427,,,,,,0.56042,,,,,,0.7697
428,,,,,,0.56048,,,,,,0.7697
429,,,,,,0.57947,,,,,,0.75926
430,,,,,,0.57958,,,,,,0.75926
431,,,,,,0.57954,,,,,,0.75913
432,,,,,,0.57971,,,,,,0.75913
433,,,,,,0.57983,,,,,,0.75913
434,,,,,,0.57994,,,,,,0.75913
435,,,,,,0.5799,,,,,,0.759
436,,,,,,0.58002,,,,,,0.759
437,,,,,,0.58021,,,,,,0.75887
438,,,,,,0.58027,,,,,,0.75887
439,,,,,,0.58034,,,,,,0.75874
440,,,,,,0.5803,,,,,,0.75861
441,,,,,,0.58036,,,,,,0.75861
442,,,,,,0.58047,,,,,,0.75861
443,,,,,,0.58053,,,,,,0.75861
444,,,,,,0.59815,,,,,,0.75183
445,,,,,,0.59828,,,,,,0.75183
446,,,,,,0.59834,,,,,,0.75183
447,,,,,,0.59846,,,,,,0.75183
448,,,,,,0.59859,,,,,,0.75183
449,,,,,,0.59865,,,,,,0.75183
450,,,,,,0.59909,,,,,,0.75183
451,,,,,,0.59921,,,,,,0.75183
452,,,,,,0.59933,,,,,,0.75183
453,,,,,,0.59935,,,,,,0.7517
454,,,,,,0.59942,,,,,,0.7517
455,,,,,,0.61637,,,,,,0.74569
456,,,,,,0.61644,,,,,,0.74569
457,,,,,,0.6165,,,,,,0.74569
458,,,,,,0.61657,,,,,,0.74569
459,,,,,,0.61664,,,,,,0.74569
460,,,,,,0.61704,,,,,,0.74569
461,,,,,,0.61695,,,,,,0.74543
462,,,,,,0.61702,,,,,,0.74543
463,,,,,,0.61709,,,,,,0.74543
464,,,,,,0.61722,,,,,,0.74543
465,,,,,,0.61729,,,,,,0.74543
466,,,,,,0.61742,,,,,,0.74543
467,,,,,,0.61749,,,,,,0.74543
468,,,,,,0.63671,,,,,,0.74047
469,,,,,,0.63667,,,,,,0.74034
470,,,,,,0.63674,,,,,,0.74034
471,,,,,,0.63677,,,,,,0.74021
472,,,,,,0.63673,,,,,,0.74008
473,,,,,,0.63669,,,,,,0.73995
474,,,,,,0.63694,,,,,,0.73982
475,,,,,,0.63708,,,,,,0.73982
476,,,,,,0.63729,,,,,,0.73982
477,,,,,,0.63744,,,,,,0.73982
478,,,,,,0.63751,,,,,,0.73982
479,,,,,,0.63772,,,,,,0.73982
480,,,,,,0.65364,,,,,,0.7333
481,,,,,,0.65372,,,,,,0.7333
482,,,,,,0.65379,,,,,,0.7333
483,,,,,,0.65387,,,,,,0.7333
484,,,,,,0.65394,,,,,,0.7333
485,,,,,,0.6541,,,,,,0.7333
486,,,,,,0.65417,,,,,,0.7333
487,,,,,,0.65433,,,,,,0.7333
488,,,,,,0.6544,,,,,,0.7333
489,,,,,,0.65455,,,,,,0.7333
490,,,,,,0.65451,,,,,,0.73317
491,,,,,,0.65455,,,,,,0.73304
492,,,,,,0.65451,,,,,,0.73291
493,,,,,,0.65459,,,,,,0.73291
494,,,,,,0.67352,,,,,,0.72677
495,,,,,,0.6736,,,,,,0.72677
496,,,,,,0.67352,,,,,,0.72651
497,,,,,,0.67368,,,,,,0.72651
498,,,,,,0.67377,,,,,,0.72651
499,,,,,,0.67373,,,,,,0.72638
500,,,,,,0.67389,,,,,,0.72638
501,,,,,,0.6743,,,,,,0.72638
502,,,,,,0.67438,,,,,,0.72638
503,,,,,,0.67434,,,,,,0.72625
504,,,,,,0.67438,,,,,,0.72612
505,,,,,,0.67455,,,,,,0.72612
506,,,,,,0.68975,,,,,,0.71999
507,,,,,,0.68984,,,,,,0.71999
508,,,,,,0.68997,,,,,,0.71986
509,,,,,,0.69014,,,,,,0.71986
510,,,,,,0.69049,,,,,,0.71986
511,,,,,,0.69045,,,,,,0.71973
512,,,,,,0.69037,,,,,,0.71947
513,,,,,,0.70497,,,,,,0.71086
514,,,,,,0.70506,,,,,,0.71086
515,,,,,,0.70515,,,,,,0.71086
516,,,,,,0.70524,,,,,,0.71086
517,,,,,,0.70533,,,,,,0.71086
518,,,,,,0.70575,,,,,,0.71073
519,,,,,,0.70584,,,,,,0.71073
520,,,,,,0.70577,,,,,,0.71046
521,,,,,,0.70573,,,,,,0.71033
522,,,,,,0.70591,,,,,,0.71033
523,,,,,,0.706,,,,,,0.71033
524,,,,,,0.72134,,,,,,0.70525
525,,,,,,0.72144,,,,,,0.70525
526,,,,,,0.72153,,,,,,0.70525
527,,,,,,0.72182,,,,,,0.70525
528,,,,,,0.72192,,,,,,0.70525
529,,,,,,0.72201,,,,,,0.70525
530,,,,,,0.7352,,,,,,0.6999
531,,,,,,0.73516,,,,,,0.69977
532,,,,,,0.73536,,,,,,0.69977
533,,,,,,0.73546,,,,,,0.69977
534,,,,,,0.73567,,,,,,0.69977
535,,,,,,0.73577,,,,,,0.69977
536,,,,,,0.74684,,,,,,0.69285
537,,,,,,0.74694,,,,,,0.69285
538,,,,,,0.74705,,,,,,0.69285
539,,,,,,0.7474,,,,,,0.69259
540,,,,,,0.74782,,,,,,0.69259
541,,,,,,0.74778,,,,,,0.69246
542,,,,,,0.75895,,,,,,0.68606
543,,,,,,0.75906,,,,,,0.68606
544,,,,,,0.75899,,,,,,0.6858
545,,,,,,0.7591,,,,,,0.6858
546,,,,,,0.75928,,,,,,0.68567
547,,,,,,0.77012,,,,,,0.68058
548,,,,,,0.77008,,,,,,0.68045
549,,,,,,0.77016,,,,,,0.68032
550,,,,,,0.77009,,,,,,0.68006
551,,,,,,0.77021,,,,,,0.68006
552,,,,,,0.77032,,,,,,0.68006
553,,,,,,0.78218,,,,,,0.67236
554,,,,,,0.78215,,,,,,0.67223
555,,,,,,0.78227,,,,,,0.67223
556,,,,,,0.78235,,,,,,0.6721
557,,,,,,0.78232,,,,,,0.67197
558,,,,,,0.78244,,,,,,0.67197
559,,,,,,0.78256,,,,,,0.67197
560,,,,,,0.78267,,,,,,0.67197
561,,,,,,0.78279,,,,,,0.67197
562,,,,,,0.78276,,,,,,0.67184
563,,,,,,0.79421,,,,,,0.66571
564,,,,,,0.79433,,,,,,0.66571
565,,,,,,0.79439,,,,,,0.66545
566,,,,,,0.79452,,,,,,0.66545
567,,,,,,0.79476,,,,,,0.66545
568,,,,,,0.79489,,,,,,0.66545
569,,,,,,0.79501,,,,,,0.66545
570,,,,,,0.79498,,,,,,0.66532
571,,,,,,0.79495,,,,,,0.66519
572,,,,,,0.79507,,,,,,0.66519
573,,,,,,0.80567,,,,,,0.65997
574,,,,,,0.8058,,,,,,0.65997
575,,,,,,0.80574,,,,,,0.65971
576,,,,,,0.8058,,,,,,0.65945
577,,,,,,0.80593,,,,,,0.65945
578,,,,,,0.80606,,,,,,0.65945
579,,,,,,0.80619,,,,,,0.65945
580,,,,,,0.80632,,,,,,0.65945
581,,,,,,0.81703,,,,,,0.65371
582,,,,,,0.81716,,,,,,0.65371
583,,,,,,0.81729,,,,,,0.65371
584,,,,,,0.81734,,,,,,0.65331
585,,,,,,0.81731,,,,,,0.65318
586,,,,,,0.8258,,,,,,0.64575
587,,,,,,0.82607,,,,,,0.64575
588,,,,,,0.83487,,,,,,0.63987
589,,,,,,0.83481,,,,,,0.63961
590,,,,,,0.83495,,,,,,0.63961
591,,,,,,0.84352,,,,,,0.63374
592,,,,,,0.84349,,,,,,0.63361
593,,,,,,0.84364,,,,,,0.63361
594,,,,,,0.84361,,,,,,0.63348
595,,,,,,0.85141,,,,,,0.628
596,,,,,,0.85138,,,,,,0.62787
597,,,,,,0.85135,,,,,,0.62774
598,,,,,,0.85133,,,,,,0.62761
599,,,,,,0.8513,,,,,,0.62748
600,,,,,,0.85127,,,,,,0.62735
601,,,,,,0.85143,,,,,,0.62735
602,,,,,,0.8514,,,,,,0.62722
603,,,,,,0.85137,,,,,,0.62709
604,,,,,,0.85135,,,,,,0.62696
605,,,,,,0.85928,,,,,,0.62148
606,,,,,,0.85926,,,,,,0.62135
607,,,,,,0.85941,,,,,,0.62135
608,,,,,,0.85957,,,,,,0.62135
609,,,,,,0.85954,,,,,,0.62122
610,,,,,,0.8597,,,,,,0.62122
611,,,,,,0.86695,,,,,,0.61639
612,,,,,,0.86711,,,,,,0.61639
613,,,,,,0.8674,,,,,,0.61626
614,,,,,,0.86735,,,,,,0.616
615,,,,,,0.87528,,,,,,0.6126
616,,,,,,0.87544,,,,,,0.6126
617,,,,,,0.87577,,,,,,0.6126
618,,,,,,0.87593,,,,,,0.6126
619,,,,,,0.8761,,,,,,0.6126
620,,,,,,0.88092,,,,,,0.60712
621,,,,,,0.88108,,,,,,0.60712
622,,,,,,0.8854,,,,,,0.60386
623,,,,,,0.88538,,,,,,0.60373
624,,,,,,0.88536,,,,,,0.6036
625,,,,,,0.88553,,,,,,0.6036
626,,,,,,0.89263,,,,,,0.59877
627,,,,,,0.8928,,,,,,0.59877
628,,,,,,0.89298,,,,,,0.59877
629,,,,,,0.89777,,,,,,0.59473
630,,,,,,0.89773,,,,,,0.59447
631,,,,,,0.89791,,,,,,0.59447
632,,,,,,0.89789,,,,,,0.59434
633,,,,,,0.89807,,,,,,0.59434
634,,,,,,0.8982,,,,,,0.59408
635,,,,,,0.89838,,,,,,0.59408
636,,,,,,0.89856,,,,,,0.59408
637,,,,,,0.89854,,,,,,0.59395
638,,,,,,0.90183,,,,,,0.59094
639,,,,,,0.90181,,,,,,0.59081
640,,,,,,0.90199,,,,,,0.59081
641,,,,,,0.90217,,,,,,0.59081
642,,,,,,0.90215,,,,,,0.59068
643,,,,,,0.90233,,,,,,0.59068
644,,,,,,0.90731,,,,,,0.58494
645,,,,,,0.90729,,,,,,0.58481
646,,,,,,0.90747,,,,,,0.58481
647,,,,,,0.90765,,,,,,0.58481
648,,,,,,0.90764,,,,,,0.58468
649,,,,,,0.90782,,,,,,0.58468
650,,,,,,0.9078,,,,,,0.58455
651,,,,,,0.91583,,,,,,0.58064
652,,,,,,0.91579,,,,,,0.58038
653,,,,,,0.91576,,,,,,0.58011
654,,,,,,0.91574,,,,,,0.57998
655,,,,,,0.92064,,,,,,0.57672
656,,,,,,0.92061,,,,,,0.57646
657,,,,,,0.92423,,,,,,0.57294
658,,,,,,0.92442,,,,,,0.57294
659,,,,,,0.92462,,,,,,0.57294
660,,,,,,0.92458,,,,,,0.57268
661,,,,,,0.92478,,,,,,0.57268
662,,,,,,0.92476,,,,,,0.57255
663,,,,,,0.92475,,,,,,0.57242
664,,,,,,0.92758,,,,,,0.56824
665,,,,,,0.92757,,,,,,0.56811
666,,,,,,0.92755,,,,,,0.56798
667,,,,,,0.93126,,,,,,0.56394
668,,,,,,0.93638,,,,,,0.5608
669,,,,,,0.93637,,,,,,0.56067
670,,,,,,0.93984,,,,,,0.55441
671,,,,,,0.94004,,,,,,0.55441
672,,,,,,0.94025,,,,,,0.55441
673,,,,,,0.94132,,,,,,0.54841
674,,,,,,0.94424,,,,,,0.54358
