FBtr0345740.1	67
FBtr0334786.1	125
FBtr0334786	125
FBtr0334786.2	108
FBtr0342651	8
FBtr0342651.1	8
FBtr0342950.1	179
FBtr0334788	179
FBtr0334788.1	179
FBtr0342950	179
FBtr0342950.2	1
FBtr0342832.1	25
FBtr0342832	25
FBtr0342832.2	2
FBtr0342833	50
FBtr0342833.1	50
FBtr0342834.1	4
FBtr0342834	4
FBtr0342834.2	4
FBtr0342835	25
FBtr0342835.1	25
FBtr0342652.1	19
FBtr0342652	19
FBtr0342652.2	14
FBtr0091790	28
FBtr0091790.1	28
FBtr0091919	83
FBtr0091919.1	83
FBtr0091750	16
FBtr0091750.1	16
FBtr0342932.1	338
FBtr0342932	338
FBtr0342933	338
FBtr0342933.1	338
FBtr0342932.2	8
FBtr0342935	92
FBtr0342935.1	92
FBtr0344050.1	25
FBtr0344050	25
FBtr0344050.2	86
FBtr0342942	96
FBtr0342942.1	96
FBtr0329835	67
FBtr0329835.1	67
FBtr0329836	4
FBtr0329836.1	4
FBtr0345552	2
FBtr0345552.1	2
FBtr0343242	11
FBtr0343242.1	11
FBtr0343386.1	3
FBtr0343386	3
FBtr0343386.2	29
FBtr0343390	21
FBtr0343390.1	21
FBtr0332036.1	159
FBtr0340166.1	159
FBtr0332036	159
FBtr0340166	159
FBtr0332036.2	6
FBtr0340166.2	6
FBtr0342610	96
FBtr0342610.1	96
FBtr0342611	303
FBtr0342611.1	303
FBtr0342616	236
FBtr0342616.1	236
FBtr0345553	394
FBtr0345553.1	394
FBtr0345555	17
FBtr0345555.1	17
FBtr0345554	4
FBtr0345554.1	4
FBtr0332601.1	355
FBtr0332601	355
FBtr0332601.2	16
FBtr0332601.3	380
FBtr0332601.4	17
FBtr0308942.1	32
FBtr0308942	32
FBtr0308942.2	6
FBtr0343127.1	98
FBtr0343127	98
FBtr0343127.2	5
FBtr0343397	10
FBtr0343397.1	10
FBtr0343150.1	56
FBtr0343150	56
FBtr0343150.2	2
FBtr0343156	3
FBtr0343156.1	3
FBtr0343863	5
FBtr0343863.1	5
FBtr0334840	656
FBtr0334840.1	656
FBtr0343866.1	4
FBtr0345755.1	4
FBtr0343866	4
FBtr0345755	4
FBtr0343866.2	3
FBtr0345755.2	3
FBtr0339662	39
FBtr0339662.1	39
FBtr0347474.1	4
FBtr0347474	4
FBtr0347474.2	17
FBtr0342653	2
FBtr0342653.1	2
FBtr0347490	9
FBtr0347490.1	9
FBtr0344055.1	273
FBtr0344055	273
FBtr0344055.2	37
FBtr0347484	8
FBtr0347484.1	8
FBtr0332525.1	3430
FBtr0332524.1	3430
FBtr0332524	3430
FBtr0332525	3430
FBtr0332524.2	17
FBtr0332525.2	17
FBtr0334845	133
FBtr0334845.1	133
FBtr0347292	20
FBtr0347292.1	20
FBtr0345778	4
FBtr0345778.1	4
FBtr0343251.1	49
FBtr0343251	49
FBtr0343251.2	2
FBtr0343252	1
FBtr0343252.1	1
FBtr0347303	4
FBtr0347303.1	4
FBtr0346498	4
FBtr0346498.1	4
FBtr0343402	193
FBtr0343402.1	193
FBtr0344062.1	102
FBtr0344062	102
FBtr0344062.2	4
FBtr0345451	1120
FBtr0345451.1	1120
FBtr0335185	97
FBtr0335185.1	97
FBtr0335191.1	4
FBtr0335191	4
FBtr0335191.2	2
FBtr0335191.3	8
FBtr0306547.1	490
FBtr0306547	490
FBtr0306547.2	3
FBtr0330691	245
FBtr0330691.1	245
FBtr0345737	73
FBtr0345737.1	73
FBtr0309788	3155
FBtr0309788.1	3155
FBtr0344058.1	47
FBtr0344058	47
FBtr0344058.2	19
FBtr0340257.1	22
FBtr0340257	22
FBtr0340257.2	4
FBtr0340591	60
FBtr0340591.1	60
FBtr0340593	13
FBtr0340593.1	13
FBtr0342661	200
FBtr0342661.1	200
FBtr0342662	9
FBtr0342662.1	9
FBtr0345963	2
FBtr0345963.1	2
FBtr0345964	1
FBtr0345964.1	1
FBtr0342858.1	17
FBtr0342858	17
FBtr0342858.2	166
FBtr0332596.1	32
FBtr0332596	32
FBtr0332596.2	4
FBtr0332596.3	3
FBtr0331293.1	3
FBtr0331293	3
FBtr0331293.2	8
FBtr0331283.1	193
FBtr0331283	193
FBtr0331283.2	3
FBtr0342836.1	3
FBtr0342836	3
FBtr0342836.2	1
FBtr0344106	141
FBtr0344106.1	141
FBtr0347040	1
FBtr0347040.1	1
FBtr0310481	301
FBtr0310481.1	301
FBtr0343743	22
FBtr0343743.1	22
FBtr0343744	51
FBtr0343744.1	51
FBtr0343655	25
FBtr0343655.1	25
FBtr0343654.1	191
FBtr0343654	191
FBtr0343654.2	9
FBtr0344061.1	35
FBtr0344061	35
FBtr0344061.2	3
FBtr0344031.1	64
FBtr0344785.1	64
FBtr0344031	64
FBtr0344785	64
FBtr0344031.2	7
FBtr0344785.2	7
FBtr0344031.3	6
FBtr0344785.3	6
FBtr0337005	94
FBtr0337005.1	94
FBtr0345756	41
FBtr0345756.1	41
FBtr0342582.1	29
FBtr0342582	29
FBtr0342582.2	4
FBtr0346469	35
FBtr0346469.1	35
FBtr0336849	7
FBtr0336849.1	7
FBtr0340245	50
FBtr0340245.1	50
FBtr0345960	4
FBtr0345960.1	4
FBtr0345961	2
FBtr0345961.1	2
FBtr0340548.1	411
FBtr0340548	411
FBtr0340548.2	1
FBtr0329848	88
FBtr0329848.1	88
FBtr0342587	276
FBtr0342587.1	276
FBtr0342588	3
FBtr0342588.1	3
FBtr0479697.1	126
FBtr0479697	126
FBtr0479698.1	3
FBtr0479698	3
FBtr0479699	1
FBtr0479699.1	1
FBtr0479697.2	1
FBtr0479698.2	1
FBtr0340561	8
FBtr0340561.1	8
FBtr0340562	49
FBtr0340562.1	49
FBtr0340566	3761
FBtr0340566.1	3761
FBtr0340568	37
FBtr0340568.1	37
FBtr0335469	100
FBtr0335469.1	100
FBtr0335470.1	71
FBtr0335470	71
FBtr0335470.2	1
FBtr0344126	7266
FBtr0344126.1	7266
FBtr0342592	7
FBtr0342592.1	7
FBtr0347299	15
FBtr0347299.1	15
FBtr0342593	179
FBtr0342593.1	179
FBtr0342599	23
FBtr0342599.1	23
FBtr0342600	5
FBtr0342600.1	5
FBtr0342601	14
FBtr0342601.1	14
FBtr0303215.1	4
FBtr0303215	4
FBtr0303215.2	4
FBtr0342626.1	3
FBtr0342626	3
FBtr0342626.2	4
FBtr0342627	4
FBtr0342627.1	4
FBtr0342626.3	1
FBtr0344033.1	22
FBtr0344033	22
FBtr0344034	22
FBtr0344034.1	22
FBtr0344033.2	6
FBtr0344035.1	8
FBtr0344035	8
FBtr0344035.2	2
FBtr0336839	3
FBtr0336839.1	3
FBtr0336854	42
FBtr0336854.1	42
FBtr0345953	2
FBtr0345953.1	2
FBtr0345973	9
FBtr0345973.1	9
FBtr0336856	4
FBtr0336856.1	4
FBtr0347587	31
FBtr0347587.1	31
FBtr0345722.1	3
FBtr0345723.1	3
FBtr0345722	3
FBtr0345723	3
FBtr0345722.2	5
FBtr0345723.2	6
FBtr0334864.1	38
FBtr0334864	38
FBtr0334864.2	3
FBtr0344037	58
FBtr0344037.1	58
FBtr0342904.1	22
FBtr0342904	22
FBtr0342904.2	2
FBtr0343658.1	148
FBtr0343659.1	148
FBtr0343658	148
FBtr0343659	148
FBtr0343658.2	5
FBtr0343658.3	3
FBtr0343659.2	4
FBtr0307578.1	189
FBtr0307578	189
FBtr0307578.2	4
FBtr0343691	42
FBtr0343691.1	42
FBtr0342907	1500
FBtr0342907.1	1500
FBtr0342908	31
FBtr0342908.1	31
FBtr0344021.1	7
FBtr0344021	7
FBtr0336992.1	7
FBtr0336992	7
FBtr0344021.2	7
FBtr0336992.2	16
FBtr0344021.3	16
FBtr0310011.1	916
FBtr0310011	916
FBtr0310012	916
FBtr0310012.1	916
FBtr0310011.2	12
FBtr0343677	68
FBtr0343677.1	68
FBtr0342910	7
FBtr0342910.1	7
FBtr0342911	9
FBtr0342911.1	9
FBtr0342912	1
FBtr0342912.1	1
FBtr0343697	60
FBtr0343697.1	60
FBtr0343698	287
FBtr0343698.1	287
FBtr0308753	626
FBtr0308753.1	626
FBtr0343709	8
FBtr0343709.1	8
FBtr0346576	2
FBtr0346576.1	2
FBtr0345568	12
FBtr0345568.1	12
FBtr0345724	75
FBtr0345724.1	75
FBtr0332515.1	21
FBtr0332515	21
FBtr0332515.2	21
FBtr0332516	5
FBtr0332516.1	5
FBtr0343104	3
FBtr0343104.1	3
FBtr0307107.1	1418
FBtr0345721.1	1418
FBtr0307107	1418
FBtr0345721	1418
FBtr0307107.2	3
FBtr0345721.2	3
FBtr0336858	471
FBtr0336858.1	471
FBtr0310479.1	29
FBtr0310479	29
FBtr0310479.2	2
FBtr0345744	3
FBtr0345744.1	3
FBtr0343712	4
FBtr0343712.1	4
FBtr0343731	11
FBtr0343731.1	11
FBtr0343732	8
FBtr0343732.1	8
FBtr0343733	10
FBtr0343733.1	10
FBtr0331272.1	1
FBtr0331273.1	1
FBtr0331272	1
FBtr0331273	1
FBtr0331273.2	2
FBtr0331272.2	2
FBtr0331273.3	1
FBtr0331272.3	1
FBtr0346577	7
FBtr0346577.1	7
FBtr0343715	16
FBtr0343715.1	16
FBtr0344038.1	88
FBtr0344038	88
FBtr0344038.2	31
FBtr0343720	14
FBtr0343720.1	14
FBtr0331275	141
FBtr0331275.1	141
FBtr0342854.1	74
FBtr0342854	74
FBtr0342854.2	2
FBtr0343723	2
FBtr0343723.1	2
FBtr0343724	63
FBtr0343724.1	63
FBtr0332014.1	60713
FBtr0332014	60713
FBtr0332014.2	183
FBtr0332014.3	6
FBtr0308754	59
FBtr0308754.1	59
FBtr0332227.1	7
FBtr0332227	7
FBtr0332227.2	1
FBtr0332227.3	3
FBtr0343693	3
FBtr0343693.1	3
FBtr0342916	21
FBtr0342916.1	21
FBtr0332532.1	53
FBtr0332532	53
FBtr0332532.2	4
FBtr0346590.1	22237
FBtr0346590	22237
FBtr0308925.1	43969
FBtr0308926.1	43969
FBtr0308927.1	43969
FBtr0308929.1	43969
FBtr0308925	43969
FBtr0308926	43969
FBtr0308927	43969
FBtr0308929	43969
FBtr0308928.1	9
FBtr0308928	9
FBtr0308927.2	9
FBtr0308928.2	9
FBtr0308926.2	2
FBtr0308927.3	2
FBtr0346590.2	2
FBtr0308925.2	16
FBtr0308926.3	16
FBtr0308927.4	16
FBtr0308928.3	16
FBtr0346590.3	16
FBtr0308929.2	16
FBtr0340174.1	47925
FBtr0340174	47925
FBtr0340174.2	4
FBtr0345550	130
FBtr0345550.1	130
FBtr0340236	32
FBtr0340236.1	32
FBtr0345763	4
FBtr0345763.1	4
FBtr0345764	53
FBtr0345764.1	53
FBtr0332224.1	59
FBtr0346430.1	59
FBtr0332224	59
FBtr0346430	59
FBtr0332224.2	3
FBtr0346430.2	3
FBtr0345954	26
FBtr0345954.1	26
FBtr0340180	118
FBtr0340180.1	118
FBtr0346578	5
FBtr0346578.1	5
FBtr0339794	22
FBtr0339794.1	22
FBtr0339795.1	1
FBtr0339795	1
FBtr0339795.2	1
FBtr0340249	24
FBtr0340249.1	24
FBtr0347483	108
FBtr0347483.1	108
FBtr0346495	792
FBtr0346495.1	792
FBtr0306838.1	243
FBtr0306838	243
FBtr0306838.2	22
FBtr0346476	5
FBtr0346476.1	5
FBtr0346993	99999
FBtr0346993.1	99999
FBtr0346994	2153
FBtr0346994.1	2153
FBtr0346477	27
FBtr0346477.1	27
FBtr0344798	395
FBtr0344798.1	395
FBtr0308768	169
FBtr0308768.1	169
FBtr0308769	3
FBtr0308769.1	3
FBtr0342647	5
FBtr0342647.1	5
FBtr0342648	5
FBtr0342648.1	5
FBtr0340578	6
FBtr0340578.1	6
FBtr0308755.1	111
FBtr0343815.1	111
FBtr0343815	111
FBtr0308755	111
FBtr0343815.2	2
FBtr0308755.2	2
FBtr0347191.1	140
FBtr0347192.1	140
FBtr0347192	140
FBtr0347191	140
FBtr0347192.2	1
FBtr0347191.2	3
FBtr0452164	29
FBtr0452164.1	29
FBtr0342828	7
FBtr0342828.1	7
FBtr0342829	12
FBtr0342829.1	12
FBtr0342830	66
FBtr0342830.1	66
FBtr0346504	11
FBtr0346504.1	11
FBtr0340583.1	81
FBtr0340583	81
FBtr0340583.2	2
FBtr0340584.1	38
FBtr0340584	38
FBtr0340584.2	1
FBtr0340585	40
FBtr0340585.1	40
FBtr0306973.1	231
FBtr0306973	231
FBtr0306973.2	2
FBtr0306973.3	3
FBtr0343110	10
FBtr0343110.1	10
FBtr0343111	6
FBtr0343111.1	6
FBtr0342920.1	3
FBtr0342920	3
FBtr0342920.2	4
FBtr0342920.3	1
FBtr0342922.1	104
FBtr0342922	104
FBtr0342922.2	2
FBtr0342923	232
FBtr0342923.1	232
FBtr0342925	91
FBtr0342925.1	91
FBtr0345558	3
FBtr0345558.1	3
FBtr0343847.1	11
FBtr0343847	11
FBtr0343847.2	4
FBtr0347489.1	56
FBtr0347489	56
FBtr0347489.2	5
FBtr0336815.1	17
FBtr0336815	17
FBtr0336815.2	4
FBtr0336816	57
FBtr0336816.1	57
FBtr0346479	3774
FBtr0346479.1	3774
FBtr0345452	439
FBtr0345452.1	439
FBtr0346501	391
FBtr0346501.1	391
FBtr0345962	3
FBtr0345962.1	3
FBtr0332238	44
FBtr0332238.1	44
FBtr0332240.1	162
FBtr0332239.1	162
FBtr0332241.1	162
FBtr0332239	162
FBtr0332240	162
FBtr0332241	162
FBtr0332239.2	2
FBtr0332240.2	2
FBtr0332241.2	2
FBtr0309973.1	50
FBtr0309973	50
FBtr0309974	50
FBtr0309974.1	50
FBtr0309973.2	1
FBtr0344577.1	7
FBtr0344577	7
FBtr0344577.2	2
FBtr0475141	58
FBtr0475141.1	58
FBtr0346909	15560
FBtr0346909.1	15560
FBtr0345766	32167
FBtr0345766.1	32167
FBtr0345767	8
FBtr0345767.1	8
FBtr0345768.1	12
FBtr0345768	12
FBtr0345768.2	235
FBtr0346482	18
FBtr0346482.1	18
FBtr0345743.1	99999
FBtr0345743	99999
FBtr0345743.2	4
FBtr0081385.1	67533
FBtr0300250.1	67533
FBtr0300249.1	67533
FBtr0081385	67533
FBtr0300249	67533
FBtr0300250	67533
FBtr0081385.2	7
FBtr0300250.2	7
FBtr0300249.2	13
FBtr0300250.3	13
FBtr0081385.3	13
FBtr0300249.3	3
FBtr0300250.4	3
FBtr0081385.4	78
FBtr0300249.4	78
FBtr0300250.5	78
FBtr0344107	2
FBtr0344107.1	2
FBtr0336826	260
FBtr0336826.1	260
FBtr0336827	4
FBtr0336827.1	4
FBtr0345572	2
FBtr0345572.1	2
FBtr0335500.1	32
FBtr0335500	32
FBtr0335500.2	3
FBtr0344046.1	16
FBtr0344046	16
FBtr0344046.2	2
FBtr0344046.3	3
FBtr0343872	193
FBtr0343872.1	193
FBtr0346493	160
FBtr0346493.1	160
FBtr0344487.1	125
FBtr0344486	125
FBtr0344486.1	125
FBtr0344487	125
FBtr0344487.2	2
FBtr0091725	
FBtr0091725.1	
FBtr0091726	
FBtr0091726.1	
FBtr0091727	
FBtr0091727.1	
FBtr0091728	
FBtr0091728.1	
FBtr0091729	
FBtr0091729.1	
FBtr0091730	
FBtr0091730.1	
FBtr0091731	
FBtr0091731.1	
FBtr0091732	
FBtr0091732.1	
FBtr0091733	
FBtr0091733.1	
FBtr0091734	
FBtr0091734.1	
FBtr0091735	
FBtr0091735.1	
FBtr0091736	
FBtr0091736.1	
FBtr0091737	
FBtr0091737.1	
FBtr0091738	
FBtr0091738.1	
FBtr0091739	
FBtr0091739.1	
FBtr0091740	
FBtr0091740.1	
FBtr0091741	
FBtr0091741.1	
FBtr0091742	
FBtr0091742.1	
FBtr0091743	
FBtr0091743.1	
FBtr0091744	
FBtr0091744.1	
FBtr0305496	1243
FBtr0305496.1	1243
FBtr0309039	1243
FBtr0309039.1	1243
FBtr0344059.1	11
FBtr0344059	11
FBtr0344059.2	112
FBtr0342857.1	1717
FBtr0342857	1717
FBtr0342856.1	1717
FBtr0342855.1	1717
FBtr0342855	1717
FBtr0342856	1717
FBtr0342855.2	20
FBtr0342856.2	20
FBtr0342857.2	20
FBtr0347295.1	9
FBtr0347295	9
FBtr0347295.2	93
FBtr0343231	238
FBtr0343231.1	238
FBtr0343879.1	3
FBtr0343879	3
FBtr0343878.1	79
FBtr0343877.1	79
FBtr0343878	79
FBtr0343877	79
FBtr0343878.2	17
FBtr0343877.2	20
FBtr0343879.2	20
FBtr0343877.3	15
FBtr0343879.3	15
FBtr0343877.4	8
FBtr0343879.4	8
FBtr0331274.1	9
FBtr0331274	9
FBtr0331274.2	9
FBtr0345727.1	92
FBtr0345727	92
FBtr0345727.2	3
FBtr0345727.3	1
FBtr0346483	16
FBtr0346483.1	16
FBtr0336991	328
FBtr0336991.1	328
FBtr0343255	3
FBtr0343255.1	3
FBtr0335390	90
FBtr0335390.1	90
FBtr0100032	7817
FBtr0100032.1	7817
FBtr0345728	4
FBtr0345728.1	4
FBtr0306295.1	66
FBtr0306296.1	66
FBtr0306297.1	66
FBtr0306295	66
FBtr0306296	66
FBtr0306297	66
FBtr0306296.2	3738
FBtr0306297.2	3738
FBtr0306295.2	3738
FBtr0306297.3	8
FBtr0306296.3	8
FBtr0343305	35
FBtr0343305.1	35
FBtr0415459.1	46291
FBtr0415459	46291
FBtr0415457.1	46291
FBtr0415455.1	46291
FBtr0415458.1	46291
FBtr0415460.1	46291
FBtr0415458	46291
FBtr0415455	46291
FBtr0415460	46291
FBtr0415457	46291
FBtr0415458.2	868
FBtr0415455.2	6
FBtr0415457.2	6
FBtr0415459.2	6
FBtr0415460.2	6
FBtr0415458.3	14
FBtr0415455.3	14
FBtr0415460.3	14
FBtr0415456.1	232
FBtr0415456	232
FBtr0415456.2	11
FBtr0415457.3	11
FBtr0415459.3	11
FBtr0306299.1	2516
FBtr0306299	2516
FBtr0306299.2	4
FBtr0339231.1	435
FBtr0339231	435
FBtr0339231.2	3
FBtr0479701	18393
FBtr0479701.1	18393
FBtr0479702.1	18393
FBtr0479704.1	18393
FBtr0479704	18393
FBtr0479702	18393
FBtr0479700.1	18393
FBtr0479703.1	18393
FBtr0479700	18393
FBtr0479703	18393
FBtr0479704.2	3
FBtr0479700.2	3
FBtr0479702.2	3
FBtr0479703.2	3
FBtr0479704.3	3
FBtr0347583.1	3
FBtr0347584.1	3
FBtr0347583	3
FBtr0347584	3
FBtr0347583.2	83
FBtr0347584.2	83
FBtr0479969	2622
FBtr0479969.1	2622
FBtr0479970	
FBtr0479970.1	
FBtr0344922.1	1
FBtr0344922	1
FBtr0344922.2	43
FBtr0344921.1	43
FBtr0346679.1	43
FBtr0344921	43
FBtr0346679	43
FBtr0344922.3	
FBtr0346681.1	
FBtr0346681	
FBtr0346681.2	
FBtr0346680.1	
FBtr0346682.1	
FBtr0346680	
FBtr0346682	
FBtr0346681.3	
FBtr0344921.2	
FBtr0346680.2	
FBtr0344922.4	
FBtr0346679.2	
FBtr0346681.4	
FBtr0346682.2	
FBtr0334987.1	3
FBtr0334987	3
FBtr0334987.2	1
FBtr0345980.1	394
FBtr0345980	394
FBtr0345980.2	11
FBtr0347293	7386
FBtr0347293.1	7386
FBtr0479963	3976
FBtr0479963.1	3976
FBtr0479962.1	693
FBtr0479962	693
FBtr0479964	1
FBtr0479964.1	1
FBtr0479962.2	18
FBtr0479965.1	13
FBtr0479965	13
FBtr0479965.2	44
FBtr0306314.1	1009
FBtr0306314	1009
FBtr0306314.2	30
FBtr0306315.1	29
FBtr0306315	29
FBtr0306314.3	4
FBtr0306315.2	4
FBtr0335256.1	245
FBtr0335257.1	245
FBtr0308117	245
FBtr0308117.1	245
FBtr0335256	245
FBtr0335257	245
FBtr0335256.2	4
FBtr0335257.2	4
FBtr0302350.1	200
FBtr0335261.1	200
FBtr0302350	200
FBtr0335261	200
FBtr0335261.2	154
FBtr0302350.2	154
FBtr0302350.3	62
FBtr0335261.3	62
FBtr0302350.4	15
FBtr0335261.4	15
FBtr0302350.5	3
FBtr0335261.5	3
FBtr0302350.6	4
FBtr0335261.6	4
FBtr0302350.7	3
FBtr0335261.7	3
FBtr0302350.8	3
FBtr0335261.8	3
FBtr0345990	263
FBtr0345990.1	263
FBtr0335264	29
FBtr0335264.1	29
FBtr0335265.1	1322
FBtr0335265	1322
FBtr0335265.2	22
FBtr0335287	238
FBtr0335287.1	238
FBtr0344875.1	29
FBtr0344875	29
FBtr0344875.2	2
FBtr0473389	2694
FBtr0473389.1	2694
FBtr0336657	5
FBtr0336657.1	5
FBtr0309820.1	103
FBtr0309820	103
FBtr0309821.1	6
FBtr0309821	6
FBtr0309820.2	9
FBtr0309821.2	9
FBtr0309820.3	3
FBtr0309821.3	3
FBtr0336661	46
FBtr0336661.1	46
FBtr0336743.1	436
FBtr0336743	436
FBtr0336742.1	2
FBtr0336742	2
FBtr0336742.2	4
FBtr0336743.2	4
FBtr0336742.3	26
FBtr0336743.3	26
FBtr0336742.4	2
FBtr0336743.4	2
FBtr0336742.5	3
FBtr0336743.5	3
FBtr0336744	338
FBtr0336744.1	338
FBtr0340502	2
FBtr0340502.1	2
FBtr0336881	47
FBtr0336881.1	47
FBtr0345539	142
FBtr0345539.1	142
FBtr0344905.1	78
FBtr0344906.1	78
FBtr0344905	78
FBtr0344906	78
FBtr0344905.2	9
FBtr0344905.3	9
FBtr0344906.2	9
FBtr0344905.4	19
FBtr0344906.3	19
FBtr0344905.5	4
FBtr0344906.4	4
FBtr0334802	173
FBtr0334802.1	173
FBtr0336910	71
FBtr0336910.1	71
FBtr0345668	182
FBtr0345668.1	182
FBtr0336917.1	163
FBtr0329875	163
FBtr0329875.1	163
FBtr0336917	163
FBtr0336917.2	46
FBtr0344725.1	118
FBtr0344724.1	118
FBtr0344724	118
FBtr0344725	118
FBtr0344724.2	6
FBtr0344725.2	6
FBtr0345478	181
FBtr0345478.1	181
FBtr0334804.1	62
FBtr0334805.1	62
FBtr0334804	62
FBtr0334805	62
FBtr0334804.2	8
FBtr0334805.2	8
FBtr0334804.3	2
FBtr0334805.3	2
FBtr0339311	425
FBtr0339311.1	425
FBtr0340504	1
FBtr0340504.1	1
FBtr0339348	18
FBtr0339348.1	18
FBtr0340506	4
FBtr0340506.1	4
FBtr0340507	2
FBtr0340507.1	2
FBtr0340508	6
FBtr0340508.1	6
FBtr0339304	7
FBtr0339304.1	7
FBtr0339305	13
FBtr0339305.1	13
FBtr0300230.1	13989
FBtr0300230	13989
FBtr0300230.2	40
FBtr0300230.3	44
FBtr0300230.4	63
FBtr0300230.5	22
FBtr0300230.6	71
FBtr0300230.7	19
FBtr0300230.8	12
FBtr0339365	693
FBtr0339365.1	693
FBtr0339366	66
FBtr0339366.1	66
FBtr0345583	1
FBtr0345583.1	1
FBtr0340510	2
FBtr0340510.1	2
FBtr0344909.1	2778
FBtr0344909	2778
FBtr0344909.2	67
FBtr0310104	99999
FBtr0310104.1	99999
FBtr0310105	99999
FBtr0310105.1	99999
FBtr0347588	106
FBtr0347588.1	106
FBtr0334806.1	51
FBtr0334806	51
FBtr0334806.2	5
FBtr0334806.3	3
FBtr0344698	13
FBtr0344698.1	13
FBtr0336932.1	973
FBtr0336931.1	973
FBtr0336931	973
FBtr0336932	973
FBtr0336931.2	2
FBtr0336932.2	2
FBtr0336933.1	710
FBtr0336934.1	710
FBtr0336933	710
FBtr0336934	710
FBtr0336933.2	5
FBtr0336934.2	5
FBtr0339405	121
FBtr0339405.1	121
FBtr0344919.1	966
FBtr0344920.1	966
FBtr0344919	966
FBtr0344920	966
FBtr0344920.2	4
FBtr0344919.2	5
FBtr0344919.3	10
FBtr0344920.3	10
FBtr0344919.4	4
FBtr0344920.4	4
FBtr0345976	88
FBtr0345976.1	88
FBtr0479715	4
FBtr0479715.1	4
FBtr0344611.1	739
FBtr0344611	739
FBtr0344611.2	4
FBtr0344913.1	5020
FBtr0344913	5020
FBtr0344913.2	14
FBtr0344913.3	31
FBtr0344914.1	97
