"target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"TCONS_00053445",0.375766111796888,0.518947522753311,0.784507531533567,7.20623778487838,1,1.2030146401417,1.44124755697568,0.145850340744817,1.29539721623086,2.69313941418678,2.69313941418678
"TCONS_00033378",0.375903436167483,0.518980476012698,0.784056321962158,10.9691074400873,1,0.897153926833822,2.19382148801747,0.114703094123714,2.07911839389375,2.68784244757663,2.68784244757663
"TCONS_00024945",0.3761922255904,0.519222462236116,0.783108195636032,12.8820693617536,1,1.19994290224113,2.57641387235072,0.186344147326575,2.39006972502414,2.69340118375437,2.69340118375437
"TCONS_00057871",0.376464031808625,0.519440869228552,0.782216760913382,8.05031663909723,1,1.32319217207213,1.61006332781945,0.306500257892735,1.30356306992671,2.67961198436339,2.67961198436339
"TCONS_00023199",0.376761859026096,0.519538360924137,0.781241024223458,6.94031329874893,1,2.32959063637554,1.38806265974979,0.160058850281036,1.22800380946875,2.46105902138562,2.46105902138562
"TCONS_00042612",0.376656216689708,0.519538360924137,0.781587003767591,8.33006179158369,1,1.35863593932076,1.66601235831674,0.151321157584626,1.51469120073211,2.6747758788499,2.6747758788499
"TCONS_00060546",0.377447991959995,0.520327641719415,0.77899724981442,7.31882372002864,1,1.1436134414324,1.46376474400573,0.152819412074542,1.31094533193119,2.697199496223,2.697199496223
"TCONS_00018677",0.377584498497624,0.520358992506216,0.778551534127242,13.9864881820712,1,2.62546214615821,2.79729763641424,0.0220488764563377,2.7752487599579,2.41049845365996,2.7752487599579
"TCONS_00041313",0.37806062931083,0.520858228454138,0.776998664971568,14.5769371716937,1,0.78826284584843,2.91538743433874,0.115693515781868,2.79969391855687,2.67158387232016,2.79969391855687
"TCONS_00031369",0.378463112067274,0.521255728574439,0.775688141185402,14.7155035178257,1,2.77874896470546,2.94310070356514,0.0181477814002882,2.92495292216485,2.32679596593055,2.92495292216485
